Warehouse_ID,Warehouse_Name,Warehouse_Type,City,State,Pincode,Area_sqft,Capacity_tons,Current_Stock_tons,Manager_Name,Manager_Phone,Established_Year,Cold_Storage,Operational_Status,Monthly_Cost_INR,Carrier_ID
WH02168,Chennai Cold Storage 2168,Cold Storage,Chennai,Tamil Nadu,568261,20268,694,6007,Manager_477,9614084280,2009,TRUE,Expanding,2636872.51,CAR005
WH02169,New Delhi Dark Store 2169,Hub,New Delhi,Delhi,162021,229168,2379,7601,Manager_420,9345053285,2002,TRUE,Active,3371309.21,CAR006
WH02170,Aurangabad Fulfillment Center 2170,Transit Depot,Aurangabad,Maharashtra,850846,109285,7529,7053,Manager_125,9792757420,2008,FALSE,Active,1901596.93,CAR011
WH02171,Panipat Mother Warehouse 2171,Spoke,Panipat,Haryana,897592,268931,1163,8328,Manager_80,9749968309,2016,FALSE,Expanding,732204.77,CAR011
WH02172,Asansol Fulfillment Center 2172,Transit Depot,Asansol,West Bengal,206837,157812,1939,1649,Manager_300,9265040950,2024,FALSE,Inactive,3439333.66,CAR012
WH02173,Dehradun Spoke 2173,Dark Store,Dehradun,Uttarakhand,367678,195046,8328,1345,Manager_369,9511484605,1998,TRUE,Under Maintenance,4813671.17,CAR004
WH02174,Kolkata Hub 2174,Cold Storage,Kolkata,West Bengal,817698,58065,7028,8375,Manager_450,9854141900,2002,TRUE,Inactive,3317078.27,CAR011
WH02175,Manali Spoke 2175,Cold Storage,Manali,Himachal Pradesh,631543,78095,3841,6487,Manager_95,9661875973,2023,TRUE,Inactive,1824956,CAR010
WH02176,Panipat Hub 2176,Dark Store,Panipat,Haryana,812576,124279,5092,807,Manager_240,9397489712,2015,TRUE,Under Maintenance,Confidential,CAR005
WH02177,Ahmedabad Spoke 2177,Transit Depot,Ahmedabad,Gujarat,618362,201766,1936,8333,Manager_63,9741874038,2017,Y,Under Maintenance,628359.2,CAR013
WH02178,Roorkee Spoke 2178,Hub,Roorkee,Uttarakhand,,127178,295,8394,Manager_126,9576470867,2000,FALSE,Expanding,3808703.77,CAR006
WH02179,Vadodara Cold Storage 2179,Spoke,Vadodara,Gujarat,176172,158818,627,1898,Manager_109,9348186808,2010,FALSE,Expanding,3338888.63,CAR003
WH02180,Mumbai Transit Depot 2180,Dark Store,Mumbai,Maharashtra,516589,170850,7126,5836,Manager_30,9811513749,2023,FALSE,Expanding,75635.46,CAR006
WH02181,Aurangabad Cold Storage 2181,Cold Storage,Aurangabad,Maharashtra,513285,89468,3709,8975,Manager_126,9628342059,2013,TRUE,Under Maintenance,--,CAR005
WH02182,Hubli Dark Store 2182,Hub,Hubli,Karnataka,877471,286628,4505,6353,Manager_439,9687629143,2014,yes,Inactive,3669389.75,CAR003
WH02183,Jodhpur Transit Depot 2183,Spoke,Jodhpur,Rajasthan,856382,186072,8049,4022,Manager_382,9790892539,2007,TRUE,Under Maintenance,4976970.92,CAR006
WH02184,Rajkot Spoke 2184,Cold Storage,Rajkot,Gujarat,224150,155889,8982,7019,Manager_3,9559006691,2015,FALSE,Inactive,760837.26,CAR007
WH02185,Guwahati Hub 2185,Spoke,Guwahati,Assam,364711,273513,3698,3156,Manager_64,9694185327,2008,FALSE,Active,4424334.94,CAR010
WH02186,Noida Mother Warehouse 2186,Hub,Noida,Delhi,983170,9946,8637,173,Manager_153,,2015,FALSE,Expanding,3899172.81,CAR007
WH02187,Coimbatore Cold Storage 2187,Hub,Coimbatore,Tamil Nadu,548652,71117,4436,27,Manager_478,9136791386,2008,TRUE,Under Maintenance,2530418.09,CAR002
WH02188,Panaji Spoke 2188,Mother Warehouse,Panaji,Goa,447387,36408,8208,8465,Manager_340,9359482007,2018,FALSE,Inactive,655840.48,CAR006
WH02189,Panaji Dark Store 2189,Dark Store,Panaji,Goa,109770,86567,6668,1924,Manager_328,9821506361,2021,FALSE,Under Maintenance,3412363.64,CAR014
WH02190,Ambala Spoke 2190,Fulfillment Center,Ambala,Haryana,134224,244004,9477,8116,Manager_202,9957211060,2015,FALSE,Expanding,2041450.36,CAR004
WH02191,Sambalpur Dark Store 2191,Transit Depot,Sambalpur,Odisha,453007,284535,4491,54,Manager_134,9342600663,2017,TRUE,Active,894103.09,CAR009
WH02192,Haridwar Transit Depot 2192,Cold Storage,Haridwar,Uttarakhand,739376,271204,6613,2979,Manager_196,9497202905,1998,TRUE,Active,3336644.43,CAR015
WH02193,Cuttack Dark Store 2193,Fulfillment Center,Cuttack,Odisha,574464,66494,4314,,Manager_385,9892411428,2012,TRUE,Active,2620429.45,CAR002
WH02194,Belagavi Dark Store 2194,Hub,Belagavi,Karnataka,458746,178956,5111,688,Manager_350,9553277641,2008,TRUE,Under Maintenance,2371615.11,CAR007
WH02195,Shimla Spoke 2195,Mother Warehouse,Shimla,Himachal Pradesh,165057,245747,6284,1140,Manager_92,9356411417,2023,TRUE,Active,2578183.95,CAR008
WH02196,Gwalior Hub 2196,Fulfillment Center,Gwalior,Madhya Pradesh,703735,195016,3042,7855,Manager_150,9892365600,2022,FALSE,Expanding,2847653.11,CAR002
WH02197,Patna Fulfillment Center 2197,Dark Store,Patna,Bihar,738152,80981,2672,2600,Manager_202,9617952391,2006,TRUE,Inactive,4280567.56,CAR009
WH02198,Jorhat Dark Store 2198,Cold Storage,Jorhat,Assam,763376,162480,5873,6536,Manager_250,9676006804,2001,FALSE,Inactive,2570316.47,CAR005
WH02199,Bengaluru Fulfillment Center 2199,Transit Depot,Bengaluru,Karnataka,188187,124688,773,8167,Manager_241,9214137785,2020,0,Inactive,3270022.36,CAR005
WH02200,Mysuru Cold Storage 2200,Cold Storage,Mysuru,Karnataka,613972,220581,6050,3617,Manager_99,9436017263,2019,TRUE,Active,1560779.47,CAR007
WH02201,Kochi Fulfillment Center 2201,Mother Warehouse,Kochi,Kerala,772011,N/A,3752,7263,Manager_77,9622915386,2002,TRUE,Active,1608292.25,CAR003
WH02202,Varanasi Cold Storage 2202,Hub,Varanasi,Uttar Pradesh,644354,265220,1947,2438,Manager_260,9241385811,2021,TRUE,Active,1031248.32,CAR002
WH02203,Rajkot Transit Depot 2203,Fulfillment Center,Rajkot,Gujarat,251766,244095,5963,137,Manager_283,9546239303,2009,FALSE,Expanding,4433498.37,CAR009
WH02204,Mysuru Transit Depot 2204,Mother Warehouse,Mysuru,Karnataka,377855,250545,6755,8740,Manager_498,9751785576,2018,TRUE,Under Maintenance,3056234.44,CAR007
WH02205,Jodhpur Mother Warehouse 2205,Mother Warehouse,Jodhpur,Rajasthan,122895,60192,4016,1453,Manager_422,9497959434,2004,yes,Expanding,3381530.99,CAR001
WH02206,Patiala Hub 2206,Fulfillment Center,Patiala,Punjab,985265,211318,7611,3294,Manager_270,9540291256,2019,FALSE,Under Maintenance,374498.66,CAR010
WH02207,Ahmedabad Transit Depot 2207,Cold Storage,Ahmedabad,Gujarat,810796,150252,1603,5412,Manager_266,9676500575,2017,FALSE,Under Maintenance,264115.76,CAR006
WH02208,Siliguri Spoke 2208,Transit Depot,Siliguri,West Bengal,449059,299833,1104,5322,Manager_465,9287338110,2008,TRUE,Expanding,1864921.1,CAR010
WH02209,New Delhi Transit Depot 2209,Cold Storage,New Delhi,Delhi,193373,237078,6197,,Manager_23,9575754147,2014,TRUE,Active,1303813,CAR006
WH02210,Gurugram Fulfillment Center 2210,Hub,Gurugram,Delhi,323068,284923,9094,4437,Manager_3,9936099713,2002,FALSE,Inactive,4544599.88,CAR003
WH02211,Kanpur Hub 2211,Hub,Kanpur,Uttar Pradesh,624443,126675,1307,3983,Manager_116,9408991141,2012,FALSE,Inactive,2755199.92,CAR006
WH02212,Shimla Dark Store 2212,Dark Store,Shimla,Himachal Pradesh,958224,201731,3829,8751,Manager_60,9529507533,2005,TRUE,Active,856322.39,CAR003
WH02213,Dibrugarh Mother Warehouse 2213,Spoke,Dibrugarh,Assam,887774,25239,1549,8165,Manager_214,9416516445,2019,TRUE,Active,2182789.44,CAR014
WH02214,Rohtak Hub 2214,Cold Storage,Rohtak,Haryana,825736,241615,3730,5086,Manager_474,9350879790,2003,FALSE,Expanding,3396615.37,CAR004
WH02215,Khammam Dark Store 2215,Cold Storage,Khammam,Telangana,970518,67517,1857,6220,Manager_364,9183157594,2005,TRUE,Under Maintenance,3269587.9,CAR015
WH02216,Durgapur Fulfillment Center 2216,Hub,Durgapur,West Bengal,472046,295906,8108,904,Manager_159,9370186622,2008,FALSE,Expanding,2093327.96,CAR003
WH02217,Noida Cold Storage 2217,Fulfillment Center,Noida,Delhi,313000,278046,2740,2526,Manager_309,9152723244,2017,TRUE,Expanding,548825.31,CAR010
WH02218,Thiruvananthapuram Cold Storage 2218,Spoke,Thiruvananthapuram,Kerala,277679,93859,3250,4691,Manager_321,9379694715,2001,TRUE,Active,4960064.19,CAR011
WH02219,Bokaro Spoke 2219,Cold Storage,Bokaro,Jharkhand,367043,89471,9378,6447,Manager_174,9923934714,2020,TRUE,Under Maintenance,3598592.31,CAR012
WH02220,Agra Cold Storage 2220,Fulfillment Center,Agra,Uttar Pradesh,438066,166011,1738,4187,Manager_319,9241456887,2005,TRUE,Under Maintenance,1755120.28,CAR013
WH02221,Amritsar Cold Storage 2221,Spoke,Amritsar,Punjab,212833,115708,9209,6931,Manager_475,9847132703,2002,TRUE,Expanding,2715937.72,CAR007
WH02222,Rohini Dark Store 2222,Cold Storage,Rohini,Delhi,178742,200597,9472,2621,Manager_238,9480240530,2021,TRUE,Inactive,3030955.84,CAR001
WH02223,Durgapur Spoke 2223,Fulfillment Center,Durgapur,West Bengal,865200,40099,8630,3475,Manager_371,,2009,TRUE,Expanding,1082828.33,CAR013
WH02224,Meerut Transit Depot 2224,Fulfillment Center,Meerut,Uttar Pradesh,617000,93190,9952,4812,Manager_308,9918565739,2009,FALSE,Active,4384633.79,CAR002
WH02225,Dwarka Transit Depot 2225,Transit Depot,Dwarka,Delhi,515273,154265,5355,,Manager_226,9350038123,2017,FALSE,Active,4212626.79,CAR007
WH02226,Siliguri Hub 2226,Dark Store,Siliguri,West Bengal,400952,128237,4282,5926,Manager_463,9419599878,2023,TRUE,Expanding,2812944.03,CAR012
WH02227,Howrah Dark Store 2227,Mother Warehouse,Howrah,West Bengal,735718,80114,1961,5746,Manager_439,9509043828,2001,FALSE,Expanding,3830975.48,CAR015
WH02228,Belagavi Fulfillment Center 2228,Transit Depot,Belagavi,Karnataka,575375,TBD,2718,3702,Manager_169,9483603973,2012,FALSE,Under Maintenance,3705147.22,CAR008
WH02229,Ambala Hub 2229,Hub,Ambala,Haryana,781798,unknown,3714,,Manager_283,9802303327,2018,TRUE,Inactive,N/A,CAR003
WH02230,Udaipur Mother Warehouse 2230,Transit Depot,Udaipur,Rajasthan,146002,191651,620,2469,Manager_457,9734525209,2012,TRUE,Under Maintenance,4296831.49,CAR010
WH02231,Coimbatore Spoke 2231,Cold Storage,Coimbatore,Tamil Nadu,774758,166955,5738,621,Manager_79,9349726534,2015,0,Inactive,2070734.96,CAR012
WH02232,Udaipur Hub 2232,Hub,Udaipur,Rajasthan,660366,155980,3463,2597,Manager_416,9319874416,2017,TRUE,Inactive,110113.45,CAR008
WH02233,Tezpur Transit Depot 2233,Cold Storage,Tezpur,Assam,338510,195323,6529,,Manager_472,9225233738,2004,TRUE,Under Maintenance,1055082.29,CAR002
WH02234,Jaipur Cold Storage 2234,Mother Warehouse,Jaipur,Rajasthan,466401,244511,2082,7097,Manager_421,9354492568,2001,FALSE,Expanding,4413092.23,CAR008
WH02235,Varanasi Fulfillment Center 2235,Transit Depot,Varanasi,Uttar Pradesh,124890,240603,1664,7902,Manager_125,9775077160,2008,FALSE,Under Maintenance,--,CAR010
WH02236,Gaya Transit Depot 2236,Cold Storage,Gaya,Bihar,274121,130887,3361,4592,Manager_186,,2024,TRUE,Expanding,3109177.06,CAR010
WH02237,Gurugram Transit Depot 2237,Fulfillment Center,Gurugram,Delhi,,211152,5351,7709,Manager_297,9298747409,2021,TRUE,Under Maintenance,4107614.75,CAR015
WH02238,Gandhinagar Spoke 2238,Spoke,Gandhinagar,Gujarat,203461,157099,8222,5261,Manager_181,9402897837,2018,FALSE,Expanding,2356816.31,CAR014
WH02239,Rohtak Transit Depot 2239,Cold Storage,Rohtak,Haryana,371424,122690,4860,8627,Manager_245,9491205753,2009,FALSE,Active,1427034.07,CAR006
WH02240,Asansol Cold Storage 2240,Transit Depot,Asansol,West Bengal,407896,82510,4416,5283,Manager_365,9527602853,2008,FALSE,Active,1412002.32,CAR011
WH02241,Rajkot Mother Warehouse 2241,Cold Storage,Rajkot,Gujarat,419197,205194,3700,7473,Manager_314,9475423948,2020,TRUE,Inactive,2546960.56,CAR014
WH02242,Thiruvananthapuram Transit Depot 2242,Dark Store,Thiruvananthapuram,Kerala,652876,260345,1077,2536,Manager_305,,2004,TRUE,Expanding,2846278.09,CAR012
WH02243,Varanasi Transit Depot 2243,Transit Depot,Varanasi,Uttar Pradesh,561276,N/A,7661,8757,Manager_468,9665710678,2024,FALSE,Inactive,560826.37,CAR002
WH02244,Warangal Fulfillment Center 2244,Cold Storage,Warangal,Telangana,714471,159571,8247,1039,Manager_469,9625776771,2021,FALSE,Active,N/A,CAR008
WH02245,Indore Mother Warehouse 2245,Mother Warehouse,Indore,Madhya Pradesh,659440,212368,3039,306,Manager_199,9216578330,2009,TRUE,Expanding,1012932.57,CAR002
WH02246,Shimla Mother Warehouse 2246,Dark Store,Shimla,Himachal Pradesh,304583,151138,8357,6504,Manager_173,9636100237,2016,FALSE,Active,1134712.04,CAR012
WH02247,Kanpur Spoke 2247,Mother Warehouse,Kanpur,Uttar Pradesh,595612,63075,4701,4668,Manager_449,9924552353,2013,FALSE,Expanding,579276.11,CAR004
WH02248,Silchar Mother Warehouse 2248,Fulfillment Center,Silchar,Assam,303778,298937,4117,150,Manager_136,9325560638,2013,Y,Inactive,4425668.12,CAR006
WH02249,Hubli Hub 2249,Hub,Hubli,Karnataka,958274,144784,4423,3509,Manager_334,9376874350,2005,FALSE,Expanding,390878.17,CAR001
WH02250,Sambalpur Dark Store 2250,Spoke,Sambalpur,Odisha,175028,113458,4448,2324,Manager_162,9582519714,2000,TRUE,Active,3993820.35,CAR014
WH02251,Mandi Spoke 2251,Fulfillment Center,Mandi,Himachal Pradesh,978261,178353,1429,1768,Manager_2,9658144220,2020,FALSE,Inactive,1792723.05,CAR013
WH02252,Ahmedabad Dark Store 2252,Spoke,Ahmedabad,Gujarat,410726,139253,7347,1953,Manager_52,9528773571,2017,FALSE,Under Maintenance,3681838.25,CAR011
WH02253,New Delhi Mother Warehouse 2253,Cold Storage,New Delhi,Delhi,833170,172547,6644,940,Manager_67,9751593815,2017,TRUE,Inactive,3541039.02,CAR002
WH02254,Vadodara Hub 2254,Cold Storage,Vadodara,Gujarat,476974,94994,8573,561,Manager_180,9762089474,2015,FALSE,Under Maintenance,1125688.77,CAR004
WH02255,Panipat Dark Store 2255,Transit Depot,Panipat,Haryana,365616,219974,487,3186,Manager_387,9941226348,2018,TRUE,Expanding,4926882.71,CAR013
WH02256,Berhampur Dark Store 2256,Dark Store,Berhampur,Odisha,628015,281278,7817,2089,Manager_196,9748123996,2015,TRUE,Expanding,3442840.67,CAR009
WH02257,Rourkela Cold Storage 2257,Dark Store,Rourkela,Odisha,452970,199545,2615,6539,Manager_372,9362304352,2009,FALSE,Inactive,2722796.25,CAR009
WH02258,Kota Dark Store 2258,Fulfillment Center,Kota,Rajasthan,502428,97636,7210,5970,Manager_324,9726025764,2011,TRUE,Active,3874167.63,CAR006
WH02259,Mysuru Cold Storage 2259,Fulfillment Center,Mysuru,Karnataka,955433,37355,1686,5043,Manager_174,9258147517,2017,FALSE,Active,1806258.82,CAR004
WH02260,Ranchi Mother Warehouse 2260,Dark Store,Ranchi,Jharkhand,116611,292019,8346,6876,Manager_190,9377154005,2014,FALSE,Active,3383169.14,CAR002
WH02261,Jamshedpur Dark Store 2261,Dark Store,Jamshedpur,Jharkhand,102760,111425,3604,7260,Manager_140,9673742592,1999,TRUE,Expanding,655838.18,CAR007
WH02262,Bhubaneswar Hub 2262,Fulfillment Center,Bhubaneswar,Odisha,735268,224948,1185,8094,Manager_101,9100059575,2016,FALSE,Active,4050117.1,CAR002
WH02263,Agra Mother Warehouse 2263,Hub,Agra,Uttar Pradesh,961853,109743,1488,3899,Manager_51,9502010172,2010,TRUE,Active,2992350.53,CAR005
WH02264,Jaipur Hub 2264,Hub,Jaipur,Rajasthan,842085,252185,307,6276,Manager_475,9270795528,2002,FALSE,Expanding,1485730.69,CAR007
WH02265,Sambalpur Dark Store 2265,Spoke,Sambalpur,Odisha,471272,26953,1282,8437,Manager_220,9551396915,2008,FALSE,Inactive,4213576.79,CAR005
WH02266,Vadodara Fulfillment Center 2266,Cold Storage,Vadodara,Gujarat,335346,113210,7116,5751,Manager_39,9724450587,2023,TRUE,Expanding,4288797.07,CAR011
WH02267,Mangaluru Transit Depot 2267,Transit Depot,Mangaluru,Karnataka,865698,210276,7154,8195,Manager_82,9467962369,2000,TRUE,Under Maintenance,3123205.97,CAR013
WH02268,Dehradun Dark Store 2268,Dark Store,Dehradun,Uttarakhand,619590,262343,4583,8371,Manager_205,9581255218,2011,FALSE,Under Maintenance,4379486.26,CAR004
WH02269,Madurai Spoke 2269,Fulfillment Center,Madurai,Tamil Nadu,767291,191724,3265,6788,Manager_142,9693211936,2009,FALSE,Under Maintenance,4348408.62,CAR008
WH02270,Pune Mother Warehouse 2270,Cold Storage,Pune,Maharashtra,363068,131069,7730,7656,Manager_383,9285216038,2024,FALSE,Active,2309939.17,CAR002
WH02271,Rohini Dark Store 2271,Dark Store,Rohini,Delhi,200170,223440,3544,7163,Manager_426,9748118623,1999,FALSE,Active,287643.1,CAR008
WH02272,Ponda Dark Store 2272,Hub,Ponda,Goa,138790,287263,4074,5576,Manager_476,9368908967,1998,FALSE,Under Maintenance,2377166.35,CAR010
WH02273,Hubli Hub 2273,Spoke,Hubli,Karnataka,462413,33431,1759,2322,Manager_8,9927980923,2024,TRUE,Expanding,4778493.02,CAR009
WH02274,Jorhat Cold Storage 2274,Dark Store,Jorhat,Assam,366699,196718,8957,3419,Manager_500,9229837244,2021,TRUE,Active,2368970.78,CAR002
WH02275,Pune Mother Warehouse 2275,Hub,Pune,Maharashtra,513262,13185,1658,3295,Manager_96,9456195609,2019,TRUE,Under Maintenance,4906073.74,CAR002
WH02276,Jabalpur Hub 2276,Fulfillment Center,Jabalpur,Madhya Pradesh,557058,150710,1802,5154,Manager_83,9527651069,2004,FALSE,Active,1411049.59,CAR002
WH02277,Ranchi Cold Storage 2277,Cold Storage,Ranchi,Jharkhand,776992,175572,9806,1526,Manager_425,9963032991,2016,TRUE,Under Maintenance,2462369.57,CAR012
WH02278,Mapusa Transit Depot 2278,Fulfillment Center,Mapusa,Goa,743204,81196,5324,2825,Manager_439,9589370060,2008,FALSE,Inactive,1512703.79,CAR014
WH02279,Indore Spoke 2279,Mother Warehouse,Indore,Madhya Pradesh,337766,264199,7686,3708,Manager_222,9596761108,2010,FALSE,Active,1945563.09,CAR004
WH02280,Rohini Hub 2280,Hub,Rohini,Delhi,713402,137518,4759,3310,Manager_323,9942698118,2015,FALSE,Under Maintenance,4631109.06,CAR004
WH02281,Kochi Hub 2281,Dark Store,Kochi,Kerala,599869,129267,1538,6071,Manager_23,9768360099,2008,TRUE,Under Maintenance,4460268.92,CAR014
WH02282,Rohini Fulfillment Center 2282,Spoke,Rohini,Delhi,911636,60686,6895,6308,Manager_440,9412190070,2009,TRUE,Under Maintenance,2269288.64,CAR015
WH02283,Aurangabad Spoke 2283,Transit Depot,Aurangabad,Maharashtra,426021,97031,9691,7942,Manager_477,9989049688,1999,FALSE,Expanding,157663.5,CAR009
WH02284,Berhampur Dark Store 2284,Hub,Berhampur,Odisha,260346,232282,688,4294,Manager_17,,2005,TRUE,Expanding,4869240.75,CAR011
WH02285,Dhanbad Dark Store 2285,Spoke,Dhanbad,Jharkhand,349314,109528,4545,4516,Manager_275,9233105069,2006,TRUE,Active,2488771.85,CAR003
WH02286,Asansol Transit Depot 2286,Hub,Asansol,West Bengal,997538,260701,4966,3467,Manager_470,9392434435,2010,FALSE,Expanding,1118482.14,CAR014
WH02287,Varanasi Spoke 2287,Mother Warehouse,Varanasi,Uttar Pradesh,549955,14514,305,4233,Manager_103,9904386645,2006,TRUE,Under Maintenance,902849.94,CAR010
WH02288,Karimnagar Dark Store 2288,Transit Depot,Karimnagar,Telangana,550664,96791,8516,2579,Manager_163,9683541255,2011,TRUE,Expanding,4291234.09,CAR014
WH02289,Jorhat Hub 2289,Hub,Jorhat,Assam,203035,291790,8459,845,Manager_359,9807369865,2007,TRUE,Inactive,1812089.72,CAR004
WH02290,Dharamshala Transit Depot 2290,Hub,Dharamshala,Himachal Pradesh,444295,131326,345,,Manager_144,9753075463,2012,FALSE,Inactive,3731356.02,CAR007
WH02291,Rishikesh Spoke 2291,Fulfillment Center,Rishikesh,Uttarakhand,801956,213565,3907,8123,Manager_370,9621244521,2001,FALSE,Active,1243882.78,CAR012
WH02292,Ambala Transit Depot 2292,Hub,Ambala,Haryana,235469,289162,637,1522,Manager_207,9702324697,2007,TRUE,Inactive,4517781.44,CAR008
WH02293,Jodhpur Cold Storage 2293,Mother Warehouse,Jodhpur,Rajasthan,126432,232302,7071,6850,Manager_308,9980953113,1998,TRUE,Expanding,283961.65,CAR006
WH02294,Hyderabad Cold Storage 2294,Hub,Hyderabad,Telangana,632838,181123,9388,1128,Manager_221,9707229419,1999,FALSE,Active,514036.35,CAR011
WH02295,Salem Dark Store 2295,Fulfillment Center,Salem,Tamil Nadu,152931,25990,4988,5471,Manager_118,,2001,TRUE,Expanding,503837.73,CAR010
WH02296,Mysuru Cold Storage 2296,Transit Depot,Mysuru,Karnataka,579525,291443,4742,8523,Manager_27,9837915998,2016,TRUE,Under Maintenance,3493337.94,CAR015
WH02297,Vadodara Hub 2297,Transit Depot,Vadodara,Gujarat,346291,258130,6092,5797,Manager_429,9424668719,2010,1,Inactive,3361537.92,CAR008
WH02298,Howrah Hub 2298,Dark Store,Howrah,West Bengal,774468,213007,7475,1448,Manager_295,9748343804,2011,FALSE,Expanding,4646856.79,CAR003
WH02299,Amritsar Transit Depot 2299,Hub,Amritsar,Punjab,343489,267618,7139,1574,Manager_148,9469194487,2018,TRUE,Inactive,2551198.4,CAR009
WH02300,Solan Spoke 2300,Spoke,Solan,Himachal Pradesh,482022,172751,5582,3112,Manager_4,9444896269,2015,TRUE,Active,2875158.5,CAR011
WH02301,Vadodara Cold Storage 2301,Spoke,Vadodara,Gujarat,978868,250723,8601,2369,Manager_461,9853185303,2014,FALSE,Active,3774187.38,CAR002
WH02302,Jodhpur Hub 2302,Dark Store,Jodhpur,Rajasthan,414095,196871,9216,,Manager_331,9595147836,2018,TRUE,Inactive,4055615.91,CAR011
WH02303,Gurugram Fulfillment Center 2303,Hub,Gurugram,Delhi,249945,81373,6586,5102,Manager_257,9922078259,2022,FALSE,Inactive,2643703.17,CAR005
WH02304,Thiruvananthapuram Dark Store 2304,Fulfillment Center,Thiruvananthapuram,Kerala,160674,176295,8309,1434,Manager_128,9489233788,2000,FALSE,Expanding,630232.54,CAR014
WH02305,Belagavi Hub 2305,Transit Depot,Belagavi,Karnataka,223077,287176,5220,954,Manager_123,9367716167,2014,FALSE,Active,3534730.86,CAR011
WH02306,Rishikesh Spoke 2306,Hub,Rishikesh,Uttarakhand,106721,unknown,1875,6033,Manager_298,9753399160,2010,FALSE,Active,556319,CAR004
WH02307,Dhanbad Cold Storage 2307,Spoke,Dhanbad,Jharkhand,263273,25387,2525,5121,Manager_40,9272917779,2009,TRUE,Inactive,4432580.28,CAR006
WH02308,Lucknow Fulfillment Center 2308,Spoke,Lucknow,Uttar Pradesh,,121718,4685,1664,Manager_465,9364548068,2001,1,Active,2493452.75,CAR001
WH02309,Indore Fulfillment Center 2309,Fulfillment Center,Indore,Madhya Pradesh,330583,287400,8122,3607,Manager_118,9910577145,2004,FALSE,Inactive,4801448.81,CAR013
WH02310,Gurugram Cold Storage 2310,Fulfillment Center,Gurugram,Haryana,618465,6043,8790,6161,Manager_90,9724453608,1999,TRUE,Inactive,263305.51,CAR009
WH02311,Gwalior Spoke 2311,Cold Storage,Gwalior,Madhya Pradesh,,85391,2260,709,Manager_128,9236781342,2010,TRUE,Expanding,1708137.05,CAR004
WH02312,Silchar Dark Store 2312,Cold Storage,Silchar,Assam,669221,129505,6234,2101,Manager_9,9999016319,2007,FALSE,Expanding,4727270.13,CAR008
WH02313,Kozhikode Dark Store 2313,Cold Storage,Kozhikode,Kerala,980300,92851,5817,1022,Manager_9,9178650206,2005,TRUE,Under Maintenance,3292757.1,CAR003
WH02314,Amritsar Spoke 2314,Fulfillment Center,Amritsar,Punjab,692374,278673,6480,6424,Manager_264,9627270104,2013,TRUE,Under Maintenance,4522622.02,CAR002
WH02315,Kolkata Cold Storage 2315,Spoke,Kolkata,West Bengal,569185,222868,9246,3285,Manager_132,9315273821,2002,TRUE,Inactive,4411015.25,CAR013
WH02316,Jamshedpur Hub 2316,Dark Store,Jamshedpur,Jharkhand,764934,256010,1810,7830,Manager_388,,2009,FALSE,Active,3387067.3,CAR008
WH02317,Muzaffarpur Spoke 2317,Hub,Muzaffarpur,Bihar,971979,257773,8455,2532,Manager_438,9396455699,2008,1,Expanding,1948921.06,CAR003
WH02318,Agra Hub 2318,Transit Depot,Agra,Uttar Pradesh,239587,282128,2452,3701,Manager_397,9650705594,2001,TRUE,Expanding,3287651.51,CAR002
WH02319,Durgapur Mother Warehouse 2319,Hub,Durgapur,West Bengal,974534,69666,8947,3633,Manager_462,9663615216,2007,FALSE,Under Maintenance,1254346.58,CAR012
WH02320,Rohini Spoke 2320,Mother Warehouse,Rohini,Delhi,551078,71651,8053,4678,Manager_264,9786276443,2013,FALSE,Under Maintenance,4159199.28,CAR002
WH02321,Nashik Hub 2321,Mother Warehouse,Nashik,Maharashtra,493653,62141,6489,,Manager_247,9621070575,2013,TRUE,Active,1375144.09,CAR005
WH02322,Faridabad Spoke 2322,Transit Depot,Faridabad,Haryana,940738,--,9245,2208,Manager_370,9116499482,2005,FALSE,Expanding,495351.91,CAR004
WH02323,Panipat Hub 2323,Hub,Panipat,Haryana,635234,1388,6325,4979,Manager_255,9588748925,2010,FALSE,Under Maintenance,1000464.54,CAR009
WH02324,Cuttack Hub 2324,Fulfillment Center,Cuttack,Odisha,547878,243772,1355,7800,Manager_463,,2012,TRUE,Expanding,2537716.44,CAR011
WH02325,Darbhanga Mother Warehouse 2325,Fulfillment Center,Darbhanga,Bihar,,95196,8545,8247,Manager_369,9419564362,2001,FALSE,Inactive,1347115.86,CAR001
WH02326,Dibrugarh Dark Store 2326,Hub,Dibrugarh,Assam,149698,260649,4568,3986,Manager_383,9412535822,1999,FALSE,Under Maintenance,2566003.62,CAR003
WH02327,Siliguri Mother Warehouse 2327,Transit Depot,Siliguri,West Bengal,282413,38540,3659,6058,Manager_185,9609644495,2021,TRUE,Expanding,539567.18,CAR006
WH02328,Surat Mother Warehouse 2328,Cold Storage,Surat,Gujarat,872791,19309,1384,8095,Manager_213,9447173524,2015,FALSE,Active,4128414.07,CAR010
WH02329,Darbhanga Fulfillment Center 2329,Spoke,Darbhanga,Bihar,179698,85605,4120,113,Manager_161,9984291092,2018,FALSE,Active,3644357.93,CAR007
WH02330,Durgapur Fulfillment Center 2330,Fulfillment Center,Durgapur,West Bengal,211892,211398,3279,7419,Manager_285,9668362351,2024,FALSE,Under Maintenance,720106.71,CAR013
WH02331,Salem Dark Store 2331,Fulfillment Center,Salem,Tamil Nadu,333509,116666,862,5755,Manager_176,9924121281,2017,FALSE,Active,3463837.32,CAR010
