Carrier_ID,Carrier_Name,HQ_City,HQ_State,Fleet_Size,Founded_Year,Rating_5,Contact_Email,Annual_Revenue_Cr,Owns_Aircraft,Service_Type,Pan_India,ISO_Certified,Active_Pincodes,NPS_Score
CAR00683,Professional Couriers,Lucknow,West Bengal,1215,2017,4.8,ops683@carrier.in,2177.94,TRUE,Same Day,FALSE,FALSE,11008,48
CAR00684,Express Roadways,Agra,West Bengal,6227,2007,2.7,ops684@carrier.in,9710.39,TRUE,Standard,FALSE,TRUE,4708,84
CAR00685,Ecom Express,Varanasi,Uttarakhand,12965,2007,3.4,ops685@carrier.in,6382.38,TRUE,Express,TRUE,TRUE,5821,44
CAR00686,Shadowfax Technologies,Jorhat,Assam,8352,2019,3.9,ops686@carrier.in,2484.53,FALSE,Standard,FALSE,TRUE,8711,31
CAR00687,Ekart Logistics,Darbhanga,Uttar Pradesh,6946,1985,,ops687@carrier.in,1353.13,FALSE,Same Day,TRUE,FALSE,15451,21
CAR00688,Blue Dart Express,Haldwani,Uttarakhand,18613,1996,2,ops688@carrier.in,14044.92,FALSE,Next Day,TRUE,FALSE,13855,15
CAR00689,Express Roadways,Noida,Jharkhand,1498,1980,1.6,ops689@carrier.in,18510.51,TRUE,Same Day,FALSE,FALSE,13082,
CAR00690,Redif Logistics,Dharamshala,Delhi,938,1980,4.6,ops690@carrier.in,14977.69,FALSE,Same Day,FALSE,FALSE,16528,20
CAR00691,Porter Technologies,Bathinda,Rajasthan,7762,1984,4.2,ops691@carrier.in,5735.4,TRUE,Economy,TRUE,TRUE,1910,12
CAR00692,Patel Roadways,Manali,Telangana,16352,2002,2.4,ops692@carrier.in,10485.95,TRUE,Express,FALSE,FALSE,5493,79
CAR00693,Om Logistics,Rohtak,Madhya Pradesh,5206,1990,2.6,ops693@carrier.in,3175.37,TRUE,Next Day,TRUE,TRUE,16675,22
CAR00694,Professional Couriers,Asansol,Karnataka,18403,1992,4.8,ops694@carrier.in,19161.88,FALSE,Express,FALSE,FALSE,10097,64
CAR00695,DHL Express India,Berhampur,Maharashtra,16066,1980,4.7,ops695@carrier.in,7364.66,TRUE,Next Day,TRUE,FALSE,16642,
CAR00696,Blue Dart Express,Jorhat,Assam,298,2012,3.4,ops696@carrier.in,2944.68,FALSE,Next Day,FALSE,TRUE,4647,64
CAR00697,Xpressbees,Rajkot,Telangana,17366,1999,1.8,ops697@carrier.in,4705.78,TRUE,Economy,TRUE,TRUE,4110,32
CAR00698,VRL Logistics,Patiala,Bihar,14114,1992,4.7,ops698@carrier.in,16920.75,FALSE,Economy,TRUE,FALSE,17810,44
CAR00699,Speed Post,Rohini,Kerala,11402,1981,,ops699@carrier.in,14505.68,TRUE,Economy,TRUE,FALSE,8362,15
CAR00700,Xpressbees,Roorkee,Uttarakhand,11151,2014,2.9,ops700@carrier.in,3300.95,FALSE,Express,TRUE,TRUE,451,51
CAR00701,FedEx India,Gurugram,Telangana,12011,1981,4,ops701@carrier.in,6717.63,TRUE,Same Day,TRUE,FALSE,17358,16
CAR00702,FedEx India,Chennai,Uttar Pradesh,4006,2007,2.7,ops702@carrier.in,Confidential,FALSE,Express,TRUE,FALSE,4039,75
CAR00703,Professional Couriers,Ahmedabad,Karnataka,8943,1996,3.7,ops703@carrier.in,12971.79,FALSE,Standard,TRUE,FALSE,9449,
CAR00704,Amazon Logistics India,Udaipur,Tamil Nadu,16740,1994,5,ops704@carrier.in,531.28,TRUE,Next Day,TRUE,FALSE,13088,79
CAR00705,Trackon Couriers,Bengaluru,Uttarakhand,4179,2012,4,ops705@carrier.in,5847,FALSE,Same Day,TRUE,TRUE,11770,80
CAR00706,Vulcan Express,Bhagalpur,Tamil Nadu,4638,2019,3.9,ops706@carrier.in,--,TRUE,Same Day,FALSE,FALSE,6025,12
CAR00707,Safexpress,Agra,Goa,10189,2019,4.7,ops707@carrier.in,10861.28,FALSE,Standard,TRUE,FALSE,260,
CAR00708,Express Roadways,Bokaro,Telangana,15684,1991,2,ops708@carrier.in,15194.91,TRUE,Standard,TRUE,TRUE,10668,45
CAR00709,Patel Roadways,Indore,Uttarakhand,14371,1991,2,ops709@carrier.in,1241.6,FALSE,Same Day,FALSE,FALSE,18142,50
CAR00710,TVS Supply Chain,Dhanbad,Telangana,18897,2014,2.9,ops710@carrier.in,15461.73,TRUE,Express,TRUE,FALSE,1057,59
CAR00711,TVS Supply Chain,Darbhanga,Goa,19697,1994,4.7,ops711@carrier.in,17615.84,TRUE,Same Day,TRUE,TRUE,5947,79
CAR00712,Blue Dart Express,Vasco,Jharkhand,4628,1997,2.7,ops712@carrier.in,8762.73,TRUE,Same Day,FALSE,TRUE,14437,44
CAR00713,Vulcan Express,Dharamshala,Bihar,4694,1986,4.2,ops713@carrier.in,12370.01,TRUE,Standard,FALSE,TRUE,15247,58
CAR00714,Ekart Logistics,Patiala,West Bengal,14482,2007,3.1,ops714@carrier.in,17460.04,TRUE,Economy,no,TRUE,3004,89
CAR00715,TVS Supply Chain,Belagavi,Maharashtra,5660,2000,2.1,ops715@carrier.in,3407.53,TRUE,Express,FALSE,FALSE,5852,10
CAR00716,Rivigo,Solan,Jharkhand,6254,2001,2.8,ops716@carrier.in,16352.16,FALSE,Next Day,FALSE,TRUE,8990,53
CAR00717,TCI Express,Nizamabad,Delhi,15359,1988,2.9,ops717@carrier.in,3946.79,yes,Express,FALSE,FALSE,14566,56
CAR00718,Shree Maruti Courier,Ajmer,Odisha,380,2006,3.8,ops718@carrier.in,6704.81,TRUE,Same Day,TRUE,FALSE,7635,45
CAR00719,TCI Express,Solan,Assam,6712,1983,,ops719@carrier.in,11087.84,FALSE,Standard,FALSE,TRUE,17564,30
CAR00720,Speed Post,Gurugram,Maharashtra,9507,2013,4.9,ops720@carrier.in,9980.57,TRUE,Standard,yes,TRUE,9578,59
CAR00721,Amazon Logistics India,Siliguri,West Bengal,13712,2008,2,ops721@carrier.in,662.89,FALSE,Economy,TRUE,FALSE,14875,69
CAR00722,Mahindra Logistics,Madurai,Goa,18308,1983,2.9,ops722@carrier.in,19400.96,FALSE,Express,FALSE,TRUE,1721,88
CAR00723,Mahindra Logistics,Madurai,Punjab,5038,2016,2.8,ops723@carrier.in,19662.82,TRUE,Economy,FALSE,FALSE,564,56
CAR00724,DHL Express India,Darbhanga,Kerala,9838,1998,4.9,ops724@carrier.in,17065.91,TRUE,Express,TRUE,TRUE,16959,35
CAR00725,Ekart Logistics,Dibrugarh,Jharkhand,1053,2018,1.7,ops725@carrier.in,8360.48,FALSE,Express,FALSE,FALSE,12266,39
CAR00726,Amazon Logistics India,Aurangabad,Madhya Pradesh,456,2020,2.1,ops726@carrier.in,11239.14,FALSE,Same Day,TRUE,TRUE,5803,83
CAR00727,Dunzo Daily,Margao,Goa,19319,2002,4.5,ops727@carrier.in,15239.28,TRUE,Express,TRUE,FALSE,995,33
CAR00728,Trackon Couriers,Vasco,Haryana,18084,2015,,ops728@carrier.in,19822.58,TRUE,Standard,FALSE,FALSE,5552,70
CAR00729,Gati Ltd,New Delhi,Jharkhand,15887,1990,3.6,ops729@carrier.in,481.52,FALSE,Same Day,FALSE,FALSE,2533,64
CAR00730,TCI Express,Aurangabad,Haryana,9094,2004,4.8,ops730@carrier.in,14435.28,FALSE,Economy,FALSE,FALSE,14582,
CAR00731,Rivigo,Rohini,Goa,727,1999,,ops731@carrier.in,9724.54,TRUE,Express,TRUE,FALSE,10150,83
CAR00732,Rivigo,Khammam,Odisha,7814,1991,3.5,ops732@carrier.in,19655.32,TRUE,Economy,FALSE,FALSE,18682,18
CAR00733,Shree Maruti Courier,Karimnagar,Kerala,3380,1989,4,ops733@carrier.in,7574.72,TRUE,Same Day,TRUE,TRUE,18035,74
CAR00734,Safexpress,Darbhanga,Odisha,5434,2008,2.9,ops734@carrier.in,4111.44,FALSE,Next Day,TRUE,FALSE,9382,22
CAR00735,Dunzo Daily,Lucknow,Jharkhand,15767,1982,2,ops735@carrier.in,7688.25,TRUE,Express,TRUE,TRUE,3191,55
CAR00736,Safexpress,Vadodara,Punjab,15679,1992,,ops736@carrier.in,16992.62,FALSE,Next Day,TRUE,FALSE,12364,58
CAR00737,Shiprocket,Bengaluru,Odisha,8637,2003,1.7,ops737@carrier.in,13071.8,TRUE,Express,FALSE,TRUE,6787,59
CAR00738,Ekart Logistics,Nagpur,Uttar Pradesh,8145,2004,4.2,ops738@carrier.in,14855.04,TRUE,Economy,FALSE,TRUE,18535,15
CAR00739,VRL Logistics,Aurangabad,Delhi,18093,2013,3.1,ops739@carrier.in,4209.73,FALSE,Same Day,TRUE,FALSE,13404,
CAR00740,Patel Roadways,Salem,Uttar Pradesh,2920,2007,3.1,ops740@carrier.in,12425.5,FALSE,Standard,FALSE,TRUE,14391,33
CAR00741,Shiprocket,Ludhiana,Kerala,18763,1991,3.4,ops741@carrier.in,12150.58,FALSE,Standard,FALSE,TRUE,10063,27
CAR00742,Ekart Logistics,Ujjain,Maharashtra,5386,1996,3.8,ops742@carrier.in,11830.69,TRUE,Express,FALSE,FALSE,262,14
CAR00743,Redif Logistics,Guwahati,West Bengal,13217,2001,,ops743@carrier.in,5223.26,no,Express,TRUE,FALSE,5779,28
CAR00744,Speed Post,Margao,Madhya Pradesh,2636,1986,3.5,ops744@carrier.in,1484.14,FALSE,Standard,FALSE,TRUE,7600,87
CAR00745,Om Logistics,Gurugram,Maharashtra,6793,2008,,ops745@carrier.in,19204.87,FALSE,Express,TRUE,FALSE,11652,60
CAR00746,Rivigo,Sambalpur,Gujarat,607,1987,4,ops746@carrier.in,19567.29,FALSE,Same Day,TRUE,FALSE,253,34
CAR00747,Delhivery Ltd,Varanasi,Gujarat,17263,1983,3.5,ops747@carrier.in,13661.5,TRUE,Standard,TRUE,TRUE,1307,40
CAR00748,Speed Post,Kochi,Telangana,18554,2000,,ops748@carrier.in,18713.01,FALSE,Standard,FALSE,TRUE,9817,49
CAR00749,DHL Express India,Ajmer,Haryana,8523,2004,4.7,ops749@carrier.in,14258.11,TRUE,Next Day,TRUE,TRUE,15742,13
CAR00750,Professional Couriers,Kota,Punjab,15906,2003,4,ops750@carrier.in,19095.48,FALSE,Next Day,TRUE,FALSE,17794,49
CAR00751,DTDC Express,Dehradun,Jharkhand,13656,1983,3,ops751@carrier.in,5943.87,TRUE,Economy,TRUE,FALSE,647,
CAR00752,Safexpress,Warangal,Odisha,4031,2018,,ops752@carrier.in,12920.06,FALSE,Economy,FALSE,FALSE,16169,57
CAR00753,Express Roadways,Madurai,Kerala,1713,1986,1.6,ops753@carrier.in,17318.26,FALSE,Same Day,FALSE,TRUE,133,47
CAR00754,Ekart Logistics,Panipat,Kerala,19350,1992,2.7,ops754@carrier.in,17299.32,TRUE,Same Day,TRUE,FALSE,7838,
CAR00755,Dunzo Daily,Thrissur,Delhi,12018,2002,1.9,ops755@carrier.in,8594.16,TRUE,Same Day,TRUE,TRUE,1074,63
CAR00756,TVS Supply Chain,Panipat,Rajasthan,4721,1995,,ops756@carrier.in,8309.56,FALSE,Same Day,FALSE,TRUE,12751,20
CAR00757,Professional Couriers,Siliguri,Delhi,1544,1993,4.9,ops757@carrier.in,6044.22,yes,Standard,no,TRUE,1301,13
CAR00758,Patel Roadways,Asansol,West Bengal,16483,1980,4.8,ops758@carrier.in,8308.4,FALSE,Standard,FALSE,FALSE,8917,14
CAR00759,Delhivery Ltd,Surat,Goa,19269,2017,3.1,ops759@carrier.in,Confidential,FALSE,Express,FALSE,FALSE,15307,15
CAR00760,Ecom Express,Bhagalpur,Assam,8437,2013,2.3,ops760@carrier.in,undisclosed,TRUE,Same Day,FALSE,TRUE,2535,37
CAR00761,Om Logistics,Silchar,Punjab,2295,1981,3.3,ops761@carrier.in,9405.54,FALSE,Next Day,FALSE,TRUE,8143,
CAR00762,Om Logistics,Karimnagar,Bihar,11211,1985,5,ops762@carrier.in,12878.22,FALSE,Next Day,FALSE,FALSE,209,21
CAR00763,Porter Technologies,Dehradun,Himachal Pradesh,17318,2009,2.6,ops763@carrier.in,14145.78,FALSE,Economy,FALSE,TRUE,14958,58
CAR00764,Vulcan Express,Mysuru,Madhya Pradesh,4472,2005,4.5,ops764@carrier.in,8919.32,FALSE,Same Day,TRUE,FALSE,2299,32
CAR00765,Express Roadways,Kochi,Haryana,4584,1990,2.5,ops765@carrier.in,12331.82,FALSE,Express,FALSE,TRUE,5286,52
CAR00766,FedEx India,Bathinda,Karnataka,18978,2000,2.6,ops766@carrier.in,8833.88,TRUE,Economy,TRUE,TRUE,231,81
CAR00767,Mahindra Logistics,Jodhpur,Odisha,12930,2006,3,ops767@carrier.in,15163.58,FALSE,Standard,FALSE,FALSE,14991,26
CAR00768,Express Roadways,Guwahati,Maharashtra,17232,2020,4.3,ops768@carrier.in,16405.72,TRUE,Economy,FALSE,TRUE,12357,82
CAR00769,Shiprocket,Kolkata,Telangana,457,1985,2.6,ops769@carrier.in,5744.8,FALSE,Economy,FALSE,TRUE,15377,
CAR00770,Redif Logistics,Mysuru,Kerala,5231,1984,4.8,ops770@carrier.in,5222.7,FALSE,Same Day,TRUE,FALSE,6296,65
CAR00771,Express Roadways,Kannur,Karnataka,2240,1985,3.3,ops771@carrier.in,5959.87,TRUE,Same Day,TRUE,TRUE,11769,56
CAR00772,Spoton Logistics,Faridabad,Gujarat,11514,1995,2,ops772@carrier.in,15668.76,FALSE,Next Day,TRUE,TRUE,11234,43
CAR00773,DHL Express India,Dharamshala,West Bengal,16385,1993,4.5,ops773@carrier.in,4328.32,FALSE,Standard,TRUE,FALSE,4896,49
CAR00774,Safexpress,Mysuru,Karnataka,9087,1984,3.4,ops774@carrier.in,9636.31,FALSE,Economy,TRUE,FALSE,945,72
CAR00775,Dunzo Daily,Salem,Haryana,19769,2016,3.9,ops775@carrier.in,5531.49,FALSE,Same Day,FALSE,TRUE,5400,87
CAR00776,Ekart Logistics,Jabalpur,Maharashtra,2562,1981,2.3,ops776@carrier.in,13486.09,FALSE,Standard,FALSE,FALSE,16552,23
CAR00777,Delhivery Ltd,Ahmedabad,Gujarat,9592,1982,4.6,ops777@carrier.in,3626.2,TRUE,Standard,FALSE,FALSE,13213,80
CAR00778,VRL Logistics,Haldwani,Uttarakhand,9646,2010,1.6,ops778@carrier.in,16881.72,FALSE,Express,FALSE,FALSE,6887,32
CAR00779,TCI Express,Manali,Karnataka,4944,2008,4,ops779@carrier.in,5674.13,FALSE,Express,FALSE,FALSE,8843,29
CAR00780,Amazon Logistics India,Margao,West Bengal,4113,1992,1.5,ops780@carrier.in,12754.81,TRUE,Same Day,TRUE,TRUE,4324,50
CAR00781,Blue Dart Express,Siliguri,Madhya Pradesh,8759,2016,4.5,ops781@carrier.in,5671.67,FALSE,Standard,FALSE,FALSE,1663,57
CAR00782,Dunzo Daily,Trichy,Madhya Pradesh,13592,2010,3.3,ops782@carrier.in,4169.76,FALSE,Same Day,TRUE,FALSE,5138,78
CAR00783,Professional Couriers,Ranchi,West Bengal,5320,1999,4.2,ops783@carrier.in,15059.04,TRUE,Economy,FALSE,FALSE,13361,88
CAR00784,Spoton Logistics,Siliguri,Tamil Nadu,2002,1996,4.4,ops784@carrier.in,N/A,FALSE,Same Day,TRUE,FALSE,4755,29
CAR00785,Shiprocket,Mapusa,Kerala,N/A,1994,2.4,ops785@carrier.in,3564.01,FALSE,Next Day,FALSE,FALSE,1924,51
CAR00786,Trackon Couriers,Salem,Odisha,6140,2004,1.9,ops786@carrier.in,4519.67,FALSE,Same Day,TRUE,FALSE,8163,50
CAR00787,Speed Post,Pune,Kerala,2725,2021,3.9,ops787@carrier.in,3278.58,FALSE,Economy,TRUE,TRUE,10408,41
CAR00788,Gati Ltd,Aurangabad,Tamil Nadu,13726,2019,4.7,ops788@carrier.in,14729.17,FALSE,Next Day,FALSE,FALSE,6893,68
CAR00789,Mahindra Logistics,Lucknow,Kerala,6539,1986,1.8,ops789@carrier.in,8763.98,TRUE,Economy,FALSE,FALSE,6589,58
CAR00790,TCI Express,Cuttack,Madhya Pradesh,16244,2004,2.1,ops790@carrier.in,Confidential,TRUE,Next Day,TRUE,FALSE,17959,32
CAR00791,Blue Dart Express,Howrah,Uttarakhand,16114,2004,4.1,ops791@carrier.in,8616.12,TRUE,Same Day,TRUE,TRUE,932,84
CAR00792,Vulcan Express,Thiruvananthapuram,Telangana,19703,1983,1.5,ops792@carrier.in,16833.4,TRUE,Express,FALSE,TRUE,8897,55
CAR00793,Shree Maruti Courier,Aurangabad,Jharkhand,14068,2005,2,ops793@carrier.in,4854.38,TRUE,Standard,yes,TRUE,5739,41
CAR00794,Rivigo,Jorhat,Tamil Nadu,19099,2018,3.9,ops794@carrier.in,8336,TRUE,Next Day,FALSE,TRUE,4361,13
CAR00795,Redif Logistics,Ponda,Bihar,16554,1989,4.5,ops795@carrier.in,18214.43,FALSE,Standard,TRUE,FALSE,707,82
CAR00796,Ekart Logistics,Aurangabad,Telangana,13884,2012,4.5,ops796@carrier.in,2324.08,TRUE,Economy,TRUE,TRUE,11940,77
CAR00797,Speed Post,Indore,Goa,14218,2015,2.4,ops797@carrier.in,3411.44,TRUE,Economy,TRUE,FALSE,14195,55
CAR00798,Shadowfax Technologies,Rishikesh,Jharkhand,14779,1991,3.7,ops798@carrier.in,2849.04,TRUE,Same Day,FALSE,FALSE,13075,
CAR00799,Express Roadways,Pune,Tamil Nadu,7364,1996,2,ops799@carrier.in,14668.15,FALSE,Standard,TRUE,FALSE,9084,27
CAR00800,Ecom Express,Mangaluru,Rajasthan,9691,1981,2,ops800@carrier.in,2709.5,FALSE,Express,TRUE,TRUE,11255,88
CAR00801,Amazon Logistics India,Jamshedpur,Odisha,9058,2020,4.8,ops801@carrier.in,5660.25,TRUE,Standard,TRUE,FALSE,5211,12
CAR00802,Express Roadways,Gandhinagar,Telangana,7498,1995,3,ops802@carrier.in,15507.27,TRUE,Next Day,FALSE,FALSE,9488,66
CAR00803,Shiprocket,Mangaluru,Madhya Pradesh,19667,1996,3,ops803@carrier.in,12829.61,FALSE,Standard,FALSE,FALSE,13271,
CAR00804,Trackon Couriers,Amritsar,Gujarat,12413,1995,2.4,ops804@carrier.in,2609.41,FALSE,Standard,TRUE,FALSE,13611,68
CAR00805,Professional Couriers,Noida,Kerala,13322,1985,2.7,ops805@carrier.in,19669.07,TRUE,Economy,FALSE,TRUE,11481,11
CAR00806,TVS Supply Chain,Coimbatore,Rajasthan,7979,2018,4.9,ops806@carrier.in,9363.42,FALSE,Same Day,FALSE,FALSE,17582,25
CAR00807,Rivigo,Nagpur,Punjab,13162,1996,4.9,ops807@carrier.in,8624.35,FALSE,Next Day,TRUE,FALSE,14468,62
CAR00808,Ecom Express,New Delhi,Telangana,9522,2006,2.7,ops808@carrier.in,7732.49,TRUE,Next Day,TRUE,FALSE,2532,47
CAR00809,Ecom Express,Gurugram,Jharkhand,10995,1998,,ops809@carrier.in,11277.34,TRUE,Same Day,FALSE,TRUE,14039,33
CAR00810,Shadowfax Technologies,Roorkee,Madhya Pradesh,2198,1992,2.6,ops810@carrier.in,17330.01,TRUE,Express,FALSE,TRUE,670,62
CAR00811,Om Logistics,Varanasi,Assam,10080,2015,1.6,ops811@carrier.in,16555.5,FALSE,Next Day,TRUE,TRUE,13197,10
CAR00812,TVS Supply Chain,Darbhanga,Telangana,16394,2005,2.2,ops812@carrier.in,19888.83,yes,Economy,FALSE,FALSE,3858,43
CAR00813,Gati Ltd,Varanasi,Assam,10302,2011,3.5,ops813@carrier.in,4546.83,TRUE,Same Day,TRUE,FALSE,1444,75
CAR00814,Om Logistics,Jabalpur,Tamil Nadu,16442,2004,3.5,ops814@carrier.in,8845.65,FALSE,Same Day,TRUE,FALSE,3812,13
CAR00815,Vulcan Express,Hubli,Himachal Pradesh,11077,1989,1.7,ops815@carrier.in,13039.39,FALSE,Standard,FALSE,TRUE,15195,77
CAR00816,Gati Ltd,Jabalpur,Punjab,6909,2019,2.1,ops816@carrier.in,19851.49,TRUE,Standard,TRUE,FALSE,8707,14
CAR00817,Spoton Logistics,Howrah,Gujarat,3380,1980,3.8,ops817@carrier.in,11996.64,FALSE,Express,TRUE,FALSE,15378,88
CAR00818,Xpressbees,Tezpur,Madhya Pradesh,19199,2000,3.2,ops818@carrier.in,16569.02,FALSE,Same Day,FALSE,FALSE,4201,16
CAR00819,Shadowfax Technologies,Aurangabad,Himachal Pradesh,3458,2014,,ops819@carrier.in,13772.73,TRUE,Standard,FALSE,TRUE,8775,69
CAR00820,DHL Express India,Salem,Uttarakhand,10843,2016,1.7,ops820@carrier.in,13624.13,FALSE,Next Day,FALSE,FALSE,3139,
CAR00821,Blue Dart Express,Panipat,West Bengal,14149,2008,3.5,ops821@carrier.in,--,FALSE,Economy,FALSE,TRUE,17461,48
CAR00822,Ekart Logistics,Siliguri,Punjab,8272,1984,,ops822@carrier.in,19719.97,FALSE,Express,TRUE,FALSE,11229,34
CAR00823,DTDC Express,Aurangabad,Bihar,1115,2015,3.3,ops823@carrier.in,6718.22,FALSE,Standard,TRUE,FALSE,18425,49
CAR00824,Shiprocket,Patna,Tamil Nadu,8481,1980,4.4,ops824@carrier.in,7267.26,FALSE,Economy,FALSE,TRUE,14843,50
CAR00825,VRL Logistics,Cuttack,Assam,3696,1989,4.9,ops825@carrier.in,5598.17,TRUE,Same Day,TRUE,FALSE,9919,76
CAR00826,Ecom Express,Patna,Uttar Pradesh,363,1980,3.9,ops826@carrier.in,12382.25,FALSE,Express,TRUE,FALSE,13547,14
CAR00827,TVS Supply Chain,Udaipur,Rajasthan,5243,1985,2.3,ops827@carrier.in,8024.85,FALSE,Same Day,TRUE,FALSE,190,24
CAR00828,Shree Maruti Courier,Margao,Uttarakhand,7749,1982,2.7,ops828@carrier.in,5313.96,TRUE,Same Day,TRUE,TRUE,2775,73
CAR00829,Shree Maruti Courier,Nashik,Kerala,4749,1992,1.6,ops829@carrier.in,3636.39,FALSE,Next Day,FALSE,TRUE,16585,70
CAR00830,Spoton Logistics,Gurugram,Delhi,16425,1987,2.6,ops830@carrier.in,18804.57,TRUE,Same Day,FALSE,FALSE,15697,70
CAR00831,VRL Logistics,Rishikesh,Bihar,13383,1988,1.6,ops831@carrier.in,11081.47,FALSE,Next Day,FALSE,FALSE,18704,24
CAR00832,Vulcan Express,Panaji,Maharashtra,17944,1995,2.3,ops832@carrier.in,17315.18,TRUE,Same Day,FALSE,FALSE,2638,27
CAR00833,Patel Roadways,Haldwani,Uttarakhand,7865,2004,2.3,ops833@carrier.in,6142.81,FALSE,Standard,FALSE,TRUE,10845,44
CAR00834,DTDC Express,Mangaluru,Punjab,12958,2000,1.6,ops834@carrier.in,393.88,TRUE,Same Day,TRUE,TRUE,15983,
CAR00835,VRL Logistics,Dibrugarh,Bihar,18479,2010,2.9,ops835@carrier.in,284.96,TRUE,Next Day,TRUE,TRUE,13477,19
CAR00836,DTDC Express,Lucknow,Odisha,19156,1985,1.5,ops836@carrier.in,1567.96,FALSE,Express,TRUE,TRUE,12911,52
CAR00837,Om Logistics,Indore,Bihar,10399,2000,4.5,ops837@carrier.in,9220.35,TRUE,Express,FALSE,TRUE,8261,15
CAR00838,Mahindra Logistics,Dhanbad,Kerala,4168,1991,3.9,ops838@carrier.in,2114.62,FALSE,Express,TRUE,FALSE,13805,48
CAR00839,Safexpress,Aurangabad,Madhya Pradesh,5423,1983,4.2,ops839@carrier.in,10029.59,TRUE,Standard,TRUE,TRUE,6194,63
CAR00840,Dunzo Daily,New Delhi,Delhi,8098,2013,3.9,ops840@carrier.in,6282.42,FALSE,Same Day,TRUE,TRUE,5971,25
CAR00841,Blue Dart Express,Agra,Rajasthan,17769,1989,4.9,ops841@carrier.in,3978.19,TRUE,Same Day,TRUE,FALSE,10968,
CAR00842,Om Logistics,Kochi,Delhi,14521,2017,2.2,ops842@carrier.in,19534.3,FALSE,Express,FALSE,TRUE,6130,
CAR00843,Patel Roadways,Margao,Tamil Nadu,N/A,1980,3.2,ops843@carrier.in,9933.5,TRUE,Standard,FALSE,TRUE,14586,64
CAR00844,Shree Maruti Courier,Ludhiana,Maharashtra,18804,2003,3,ops844@carrier.in,9266.89,TRUE,Same Day,TRUE,FALSE,16501,29
CAR00845,DHL Express India,Rajkot,Goa,8515,2011,1.7,ops845@carrier.in,5810.13,FALSE,Express,TRUE,FALSE,7439,41
CAR00846,Patel Roadways,Darbhanga,Assam,10241,1994,2.6,ops846@carrier.in,9693,TRUE,Next Day,FALSE,FALSE,805,21
CAR00847,Ecom Express,Rourkela,Odisha,8836,2015,3.1,ops847@carrier.in,2009.97,FALSE,Express,TRUE,FALSE,15450,83
CAR00848,Om Logistics,Jaipur,Madhya Pradesh,15469,2002,4.3,ops848@carrier.in,869.54,FALSE,Express,FALSE,TRUE,5469,89
CAR00849,Dunzo Daily,Pune,West Bengal,14828,2019,3.3,ops849@carrier.in,10556.5,TRUE,Same Day,TRUE,FALSE,1015,25
CAR00850,VRL Logistics,Hyderabad,Kerala,13487,1995,3.4,ops850@carrier.in,7912.14,TRUE,Express,TRUE,TRUE,2608,44
CAR00851,FedEx India,Coimbatore,Gujarat,7365,1988,4.6,ops851@carrier.in,10775.25,TRUE,Economy,TRUE,TRUE,14086,74
CAR00852,FedEx India,Durgapur,Madhya Pradesh,3050,1984,2.1,ops852@carrier.in,11477.85,FALSE,Same Day,FALSE,TRUE,7425,89
CAR00853,Patel Roadways,Madurai,Maharashtra,15198,1985,,ops853@carrier.in,14581.97,TRUE,Next Day,FALSE,TRUE,14922,85
CAR00854,FedEx India,Mysuru,Haryana,13334,2003,5,ops854@carrier.in,18563.54,FALSE,Express,FALSE,FALSE,8581,75
CAR00855,Ekart Logistics,Haridwar,Uttar Pradesh,4374,1995,4.1,ops855@carrier.in,19412.53,FALSE,Economy,TRUE,FALSE,15083,60
CAR00856,Ecom Express,Dehradun,Rajasthan,9337,1981,4.7,ops856@carrier.in,17862.85,TRUE,Express,TRUE,TRUE,14919,61
CAR00857,Shiprocket,Rohini,Bihar,18978,2019,3.2,ops857@carrier.in,Confidential,FALSE,Same Day,TRUE,FALSE,420,18
CAR00858,Safexpress,Margao,Goa,5067,2003,3.5,ops858@carrier.in,19927.47,FALSE,Standard,FALSE,TRUE,172,87
CAR00859,Om Logistics,Karimnagar,Madhya Pradesh,N/A,2008,4.3,ops859@carrier.in,18336.11,TRUE,Same Day,FALSE,TRUE,10008,57
CAR00860,Xpressbees,Faridabad,Uttar Pradesh,5981,2020,2.2,ops860@carrier.in,19474.34,FALSE,Next Day,FALSE,FALSE,2081,60
CAR00861,Shadowfax Technologies,Silchar,Punjab,15162,2017,5,ops861@carrier.in,18561.98,FALSE,Economy,FALSE,FALSE,18779,33
CAR00862,Vulcan Express,Asansol,Himachal Pradesh,9383,1980,4.8,ops862@carrier.in,11723.96,FALSE,Next Day,FALSE,FALSE,15247,55
CAR00863,Speed Post,Margao,Delhi,15676,1980,4.1,ops863@carrier.in,11513.47,TRUE,Express,FALSE,FALSE,9450,47
CAR00864,DHL Express India,Ujjain,Jharkhand,13249,2004,1.8,ops864@carrier.in,6804.37,FALSE,Same Day,TRUE,TRUE,18442,33
CAR00865,Patel Roadways,Pune,Punjab,9226,1981,3.4,ops865@carrier.in,12922.66,TRUE,Economy,FALSE,TRUE,17828,89
CAR00866,Xpressbees,Roorkee,Himachal Pradesh,4180,1994,2.4,ops866@carrier.in,14936.02,TRUE,Express,TRUE,FALSE,13767,34
CAR00867,TCI Express,Kozhikode,Telangana,6602,1992,2.5,ops867@carrier.in,15272.66,FALSE,Standard,TRUE,TRUE,4851,47
CAR00868,Trackon Couriers,Mangaluru,Odisha,17647,1994,2.4,ops868@carrier.in,15478.59,TRUE,Economy,FALSE,TRUE,1034,65
