Shipment_ID,Order_ID,Customer_ID,Carrier_ID,Warehouse_ID,Vehicle_ID,Route_ID,Origin_City,Origin_State,Destination_City,Destination_State,Product_Category,Weight_kg,Volume_m3,Dispatch_Date,Expected_Delivery,Actual_Delivery,Freight_Charge_INR,GST_INR,Payment_Mode,Delivery_Status,Is_Delayed,Attempts,POD_Collected
SHP0000234,ORD0000234,CUST005075,CAR009,WH017,VEH06498,RTE006292,Chennai,Tamil Nadu,Rohini,Delhi,Perishables,339.22,10.068,2021-05-16 00:00:00,2021-05-27 00:00:00,2021-05-26 00:00:00,1918.17,345.27,COD,Out for Delivery,FALSE,3,FALSE
SHP0000235,ORD0000235,CUST002328,CAR009,WH095,VEH02614,RTE004357,Durgapur,West Bengal,Panaji,Goa,Sports & Fitness,2.43,18.402,2022-12-24 00:00:00,2023-01-03 00:00:00,2023-01-01 00:00:00,38.78,6.98,Net Banking,Cancelled,FALSE,4,FALSE
SHP0000236,ORD0000236,CUST006379,CAR015,WH025,VEH00540,RTE001449,Agra,Uttar Pradesh,Coimbatore,Tamil Nadu,Cosmetics & Personal Care,486.55,21.295,2024-04-09 00:00:00,2024-04-16 00:00:00,2024-04-16 00:00:00,5683.45,1023.02,Prepaid,In Transit,FALSE,2,FALSE
SHP0000237,ORD0000237,CUST004934,CAR001,WH070,VEH01985,RTE003681,Kanpur,Uttar Pradesh,Panipat,Haryana,Toys & Games,172.54,22.956,2021-05-13 00:00:00,2021-05-23 00:00:00,2021-05-22 00:00:00,1003.9,180.7,COD,Delayed,FALSE,1,FALSE
SHP0000238,ORD0000238,CUST004091,CAR006,WH011,VEH00385,RTE004987,Haldwani,Uttarakhand,Gurugram,Delhi,Cosmetics & Personal Care,,1.568,2022-10-19 00:00:00,2022-10-20 00:00:00,2022-10-19 00:00:00,1468.16,264.27,Prepaid,Pending Pickup,FALSE,2,TRUE
SHP0000239,ORD0000239,CUST001689,CAR014,WH040,VEH04619,RTE000406,Dibrugarh,Assam,Rishikesh,Uttarakhand,Toys & Games,19.99,23.688,2023-10-09 00:00:00,2023-10-14 00:00:00,2023-10-14 00:00:00,101.17,18.21,Credit,In Transit,FALSE,2,FALSE
SHP0000240,ORD0000240,CUST006318,CAR011,WH043,VEH06192,RTE003199,Vadodara,Gujarat,Darbhanga,Bihar,Apparel & Fashion,448.15,9.04,2024-05-18 00:00:00,2024-05-24 00:00:00,2024-05-27 00:00:00,3823.57,688.24,Prepaid,Cancelled,TRUE,4,FALSE
SHP0000241,ORD0000241,CUST006736,CAR008,WH036,VEH05157,RTE005165,Sambalpur,Odisha,Durgapur,West Bengal,Apparel & Fashion,224.29,20.339,2021-04-29 00:00:00,2021-05-03 00:00:00,2021-05-01 00:00:00,3810.06,685.81,Wallet,Returned,FALSE,2,FALSE
SHP0000242,ORD0000242,CUST004734,CAR015,WH008,VEH04807,RTE002592,Kota,Rajasthan,Ajmer,Rajasthan,Jewellery,69.58,22.908,2024-02-17 00:00:00,2024-02-29 00:00:00,2024-02-27 00:00:00,545.5,98.19,Net Banking,Delivered,FALSE,1,TRUE
SHP0000243,ORD0000243,CUST003694,CAR005,WH032,VEH05087,RTE006326,Hyderabad,Telangana,Mangaluru,Karnataka,Home Appliances,347.24,21.616,2024-04-04 00:00:00,2024-04-15 00:00:00,2024-04-14 00:00:00,2276.27,409.73,Prepaid,Delayed,FALSE,4,FALSE
SHP0000244,ORD0000244,CUST003222,CAR014,WH018,VEH03213,RTE006337,Guwahati,Assam,Rishikesh,Uttarakhand,Furniture,390.57,17.954,2022-09-12 00:00:00,2022-09-22 00:00:00,2022-09-22 00:00:00,3423.15,616.17,UPI,Out for Delivery,FALSE,3,FALSE
SHP0000245,ORD0000245,CUST004288,CAR011,WH062,VEH06725,RTE002493,Kolkata,West Bengal,Trichy,Tamil Nadu,Home Appliances,,9.565,2023-01-27 00:00:00,2023-01-30 00:00:00,2023-01-28 00:00:00,154.79,27.86,COD,Returned,FALSE,3,FALSE
SHP0000246,ORD0000246,CUST003800,CAR010,WH092,VEH01414,RTE002762,Belagavi,Karnataka,Gandhinagar,Gujarat,Furniture,469.38,13.747,2023-11-11 00:00:00,2023-11-23 00:00:00,2023-11-29 00:00:00,6651.55,1197.28,UPI,Pending Pickup,TRUE,3,TRUE
SHP0000247,ORD0000247,CUST005569,CAR009,WH035,VEH04989,RTE003697,Silchar,Assam,Rajkot,Gujarat,Home Appliances,404.43,,2024-05-31 00:00:00,2024-06-06 00:00:00,2024-06-11 00:00:00,2633.03,473.95,UPI,Delayed,TRUE,4,FALSE
SHP0000248,ORD0000248,CUST005689,CAR012,WH014,VEH02435,RTE001949,Haridwar,Uttarakhand,Kannur,Kerala,Pharmaceuticals,236.57,16.82,2024-12-29 00:00:00,2025-01-01 00:00:00,,4227.25,760.9,COD,Lost,FALSE,2,TRUE
SHP0000249,ORD0000249,CUST003141,CAR012,WH044,VEH01476,RTE002159,Chennai,Tamil Nadu,Sambalpur,Odisha,Furniture,?,1.42,2024-07-08 00:00:00,2024-07-17 00:00:00,2024-07-17 00:00:00,3419.5,615.51,Prepaid,Pending Pickup,TRUE,1,FALSE
SHP0000250,ORD0000250,CUST003003,CAR008,WH033,VEH06414,RTE005501,Gurugram,Delhi,Karimnagar,Telangana,Home Appliances,79.75,23.575,2023-03-11 00:00:00,2023-03-19 00:00:00,2023-03-18 00:00:00,1054.99,189.9,Credit,Delivered,FALSE,2,FALSE
SHP0000251,ORD0000251,CUST004779,CAR006,WH056,VEH06461,RTE004576,Rishikesh,Uttarakhand,Faridabad,Haryana,Home Appliances,143.7,21.948,2021-12-10 00:00:00,2021-12-19 00:00:00,2021-12-19 00:00:00,1822.33,328.02,Net Banking,Delivered,FALSE,2,TRUE
SHP0000252,ORD0000252,CUST003347,CAR009,WH033,VEH05452,RTE006079,Mumbai,Maharashtra,Tezpur,Assam,Sports & Fitness,239.65,18.47,2023-04-10 00:00:00,2023-04-22 00:00:00,2023-04-28 00:00:00,1974.57,355.42,UPI,Delivered,TRUE,3,TRUE
SHP0000253,ORD0000253,CUST002421,CAR012,WH024,VEH03338,RTE002694,Bengaluru,Karnataka,Panaji,Goa,Toys & Games,144.49,15.765,2024-02-01 00:00:00,2024-02-05 00:00:00,2024-02-04 00:00:00,1088.77,195.98,Net Banking,Pending Pickup,FALSE,2,FALSE
SHP0000254,ORD0000254,CUST004093,CAR005,WH020,VEH02382,RTE002233,Howrah,West Bengal,Durgapur,West Bengal,Grocery & FMCG,193.23,20.687,2022-03-07 00:00:00,2022-03-13 00:00:00,2022-03-18 00:00:00,2537.77,456.8,Prepaid,In Transit,TRUE,4,TRUE
SHP0000255,ORD0000255,CUST000896,CAR013,WH047,VEH05267,RTE000968,Kota,Rajasthan,Dhanbad,Jharkhand,Furniture,476.33,18.156,2023-11-02 00:00:00,2023-11-10 00:00:00,2023-11-10 00:00:00,8547.36,1538.52,Credit,In Transit,FALSE,3,TRUE
SHP0000256,ORD0000256,CUST004369,CAR012,WH048,VEH05020,RTE001780,Sambalpur,Odisha,Solan,Himachal Pradesh,Cosmetics & Personal Care,478.53,24.118,2022-06-24 00:00:00,2022-06-28 00:00:00,2022-06-26 00:00:00,8605.34,1548.96,Credit,Cancelled,FALSE,3,TRUE
SHP0000257,ORD0000257,CUST006474,CAR014,WH073,VEH04082,RTE001112,Kannur,Kerala,Tezpur,Assam,Sports & Fitness,471.97,1.666,2024-02-02 00:00:00,2024-02-06 00:00:00,2024-02-05 00:00:00,6980.22,1256.44,Prepaid,In Transit,FALSE,2,FALSE
SHP0000258,ORD0000258,CUST000657,CAR001,WH018,VEH06256,RTE001912,Kozhikode,Kerala,Dwarka,Delhi,Furniture,265.76,12.237,2023-11-15 00:00:00,2023-11-24 00:00:00,2023-11-24 00:00:00,2294.66,413.04,COD,Pending Pickup,FALSE,3,TRUE
SHP0000259,ORD0000259,CUST005524,CAR003,WH018,VEH04026,RTE003572,Varanasi,Uttar Pradesh,Mangaluru,Karnataka,Apparel & Fashion,166.72,23.083,2023-06-27 00:00:00,2023-06-29 00:00:00,2023-07-05 00:00:00,2913.14,524.37,COD,Returned,TRUE,1,TRUE
SHP0000260,ORD0000260,CUST003952,CAR005,WH064,VEH00136,RTE003123,Gaya,Bihar,Ludhiana,Punjab,Industrial Goods,66.1,20.941,2023-04-22 00:00:00,2023-04-26 00:00:00,2023-04-26 00:00:00,375.87,67.66,Net Banking,In Transit,FALSE,1,TRUE
SHP0000261,ORD0000261,CUST002920,CAR013,WH010,VEH03891,RTE000590,Noida,Delhi,Ambala,Haryana,Toys & Games,268.35,,2022-02-25 00:00:00,2022-03-01 00:00:00,2022-03-06 00:00:00,2326.52,418.77,COD,Pending Pickup,TRUE,3,FALSE
SHP0000262,ORD0000262,CUST001860,CAR010,WH080,VEH00168,RTE003415,Jodhpur,Rajasthan,Gurugram,Delhi,Automotive Parts,14.9,22.697,2023-12-12 00:00:00,2023-12-13 00:00:00,2023-12-12 00:00:00,120.8,21.74,Prepaid,Cancelled,FALSE,4,N
SHP0000263,ORD0000263,CUST002181,CAR004,WH024,VEH01792,RTE001502,Patna,Bihar,Surat,Gujarat,Apparel & Fashion,309.02,10.103,2021-02-16 00:00:00,2021-02-24 00:00:00,2021-02-23 00:00:00,5053.47,909.62,Prepaid,In Transit,FALSE,2,FALSE
SHP0000264,ORD0000264,CUST000320,CAR009,WH081,VEH02389,RTE003014,Nagpur,Maharashtra,Vasco,Goa,Pharmaceuticals,429.34,14.238,2021-11-15 00:00:00,2021-11-19 00:00:00,2021-11-17 00:00:00,4608.2,829.48,COD,Returned,FALSE,3,FALSE
SHP0000265,ORD0000265,CUST004760,CAR008,WH002,VEH02768,RTE001493,Gaya,Bihar,Salem,Tamil Nadu,Office Supplies,337.19,23.922,2021-02-04 00:00:00,2021-02-09 00:00:00,2021-02-15 00:00:00,5305.74,955.03,UPI,Pending Pickup,TRUE,4,TRUE
SHP0000266,ORD0000266,CUST003542,CAR002,WH061,VEH03096,RTE001830,Hyderabad,Telangana,Gaya,Bihar,Industrial Goods,18.57,23.558,2024-11-04 00:00:00,2024-11-10 00:00:00,2024-11-08 00:00:00,235.43,42.38,Prepaid,Delayed,FALSE,2,FALSE
SHP0000267,ORD0000267,CUST000883,CAR014,WH039,VEH01430,RTE000264,Silchar,Assam,Ranchi,Jharkhand,Jewellery,345.43,11.279,2023-09-08 00:00:00,2023-09-12 00:00:00,,4288.5,771.93,Net Banking,In Transit,FALSE,4,TRUE
SHP0000268,ORD0000268,CUST005191,CAR004,WH036,VEH00592,RTE005418,Jabalpur,Madhya Pradesh,Bengaluru,Karnataka,Furniture,208.84,10.266,2023-03-28 00:00:00,2023-04-08 00:00:00,2023-04-07 00:00:00,3451.89,621.34,Wallet,Returned,FALSE,3,TRUE
SHP0000269,ORD0000269,CUST004705,CAR009,WH011,VEH02917,RTE006284,Cuttack,Odisha,Bathinda,Punjab,Jewellery,133.59,7.091,2021-06-12 00:00:00,2021-06-23 00:00:00,2021-06-22 00:00:00,2343.38,421.81,COD,Cancelled,FALSE,2,FALSE
SHP0000270,ORD0000270,CUST005234,CAR010,WH086,VEH02944,RTE005516,Haldwani,Uttarakhand,Ujjain,Madhya Pradesh,Automotive Parts,230.16,5.776,2021-11-06 00:00:00,2021-11-10 00:00:00,2021-11-08 00:00:00,1575.93,283.67,Credit,Delivered,FALSE,4,FALSE
SHP0000271,ORD0000271,CUST005060,CAR010,WH014,VEH02708,RTE004523,Kochi,Kerala,Berhampur,Odisha,Automotive Parts,313.81,17.579,2022-05-03 00:00:00,2022-05-04 00:00:00,2022-05-10 00:00:00,3690.75,664.33,Net Banking,In Transit,TRUE,1,N
SHP0000272,ORD0000272,CUST003615,CAR013,WH038,VEH01120,RTE000554,Ahmedabad,Gujarat,Bhagalpur,Bihar,Pharmaceuticals,337.46,7.842,2024-04-30 00:00:00,2024-05-03 00:00:00,2024-05-01 00:00:00,5971.02,1074.78,Wallet,Delivered,FALSE,4,FALSE
SHP0000273,ORD0000273,CUST006326,CAR003,WH087,VEH03974,RTE004894,Varanasi,Uttar Pradesh,Pune,Maharashtra,Cosmetics & Personal Care,252.49,12.225,2023-03-29 00:00:00,2023-04-02 00:00:00,2023-04-04 00:00:00,3395.53,611.2,COD,Returned,TRUE,3,FALSE
SHP0000274,ORD0000274,CUST005167,CAR008,WH067,VEH02098,RTE005481,Ujjain,Madhya Pradesh,Udaipur,Rajasthan,Electronics,410,9.381,2024-10-27 00:00:00,2024-11-03 00:00:00,2024-11-02 00:00:00,6112.46,1100.24,Prepaid,Pending Pickup,FALSE,1,TRUE
SHP0000275,ORD0000275,CUST002820,CAR010,WH050,VEH01256,RTE003778,Varanasi,Uttar Pradesh,Warangal,Telangana,Books & Stationery,?,0.455,2021-08-11 00:00:00,2021-08-16 00:00:00,2021-08-19 00:00:00,2867.95,516.23,Net Banking,Lost,TRUE,3,TRUE
SHP0000276,ORD0000276,CUST000930,CAR012,WH021,VEH00902,RTE001781,New Delhi,Delhi,Mysuru,Karnataka,Pharmaceuticals,67.39,0.589,2022-01-05 00:00:00,2022-01-07 00:00:00,2022-01-13 00:00:00,1023.86,184.29,UPI,Pending Pickup,TRUE,2,N
SHP0000277,ORD0000277,CUST000714,CAR004,WH078,VEH03272,RTE005612,Solan,Himachal Pradesh,Sambalpur,Odisha,Jewellery,339.01,11.34,2021-08-23 00:00:00,2021-08-26 00:00:00,2021-08-26 00:00:00,2076.13,373.7,Wallet,Lost,FALSE,4,FALSE
SHP0000278,ORD0000278,CUST006582,CAR006,WH086,VEH04667,RTE006126,Haridwar,Uttarakhand,Coimbatore,Tamil Nadu,Perishables,78.53,5.619,2024-07-17 00:00:00,2024-07-20 00:00:00,2024-07-19 00:00:00,778.31,140.1,COD,Delayed,FALSE,1,FALSE
SHP0000279,ORD0000279,CUST003977,CAR011,WH092,VEH00844,RTE001576,Dwarka,Delhi,Meerut,Uttar Pradesh,Books & Stationery,7.8,11.755,2024-09-29 00:00:00,2024-10-04 00:00:00,2024-10-06 00:00:00,60.61,10.91,UPI,In Transit,TRUE,2,FALSE
SHP0000280,ORD0000280,CUST002590,CAR005,WH063,VEH04786,RTE005771,Bathinda,Punjab,Solan,Himachal Pradesh,Industrial Goods,390.51,4.236,2024-05-19 00:00:00,2024-05-27 00:00:00,2024-05-31 00:00:00,5424.25,976.37,Prepaid,Returned,TRUE,2,TRUE
SHP0000281,ORD0000281,CUST003434,CAR013,WH066,VEH02923,RTE005211,Gurugram,Delhi,Warangal,Telangana,Automotive Parts,281.88,7.101,2021-02-27 00:00:00,2021-03-04 00:00:00,2021-03-02 00:00:00,2906.22,523.12,Prepaid,Delayed,FALSE,1,TRUE
SHP0000282,ORD0000282,CUST001788,CAR014,WH025,VEH06216,RTE002145,Dwarka,Delhi,Ujjain,Madhya Pradesh,Industrial Goods,437.83,7.689,2024-07-18 00:00:00,2024-07-19 00:00:00,2024-07-18 00:00:00,3207.25,577.3,COD,Delivered,FALSE,4,TRUE
SHP0000283,ORD0000283,CUST006732,CAR014,WH017,VEH03974,RTE005040,Solan,Himachal Pradesh,Margao,Goa,Sports & Fitness,228.4,15.636,2022-11-15 00:00:00,2022-11-26 00:00:00,2022-11-25 00:00:00,3609.01,649.62,UPI,In Transit,FALSE,4,TRUE
SHP0000284,ORD0000284,CUST006560,CAR005,WH082,VEH02911,RTE002451,Kozhikode,Kerala,Jamshedpur,Jharkhand,Automotive Parts,107.48,15.454,2021-06-30 00:00:00,2021-07-10 00:00:00,2021-07-12 00:00:00,1263.44,227.42,UPI,Pending Pickup,TRUE,2,FALSE
SHP0000285,ORD0000285,CUST002320,CAR011,WH065,VEH06698,RTE002730,Jamshedpur,Jharkhand,Rishikesh,Uttarakhand,Apparel & Fashion,388.6,17.956,2024-01-26 00:00:00,2024-02-04 00:00:00,2024-02-06 00:00:00,4601.42,828.26,Wallet,In Transit,TRUE,3,TRUE
SHP0000286,ORD0000286,CUST006726,CAR005,WH037,VEH04648,RTE001187,Bokaro,Jharkhand,Kolkata,West Bengal,Jewellery,,18.289,2024-01-25 00:00:00,2024-01-31 00:00:00,,2011.79,362.12,Wallet,In Transit,FALSE,3,FALSE
SHP0000287,ORD0000287,CUST002289,CAR006,WH042,VEH06433,RTE006328,Jodhpur,Rajasthan,Dwarka,Delhi,Jewellery,277.68,19.388,2021-07-24 00:00:00,2021-07-28 00:00:00,2021-07-26 00:00:00,4507.71,811.39,UPI,Delivered,FALSE,4,FALSE
SHP0000288,ORD0000288,CUST000479,CAR013,WH025,VEH02495,RTE000124,Noida,Delhi,Gurugram,Haryana,Jewellery,326.27,3.693,2021-11-13 00:00:00,2021-11-25 00:00:00,2021-11-23 00:00:00,--,1014.7,Prepaid,Cancelled,FALSE,4,TRUE
SHP0000289,ORD0000289,CUST003379,CAR015,WH067,VEH00940,RTE002063,Dhanbad,Jharkhand,Mandi,Himachal Pradesh,Cosmetics & Personal Care,93.7,0.435,2024-03-07 00:00:00,2024-03-15 00:00:00,2024-03-15 00:00:00,1266.09,227.9,UPI,Lost,FALSE,4,FALSE
SHP0000290,ORD0000290,CUST000409,CAR009,WH015,VEH05431,RTE002914,Mysuru,Karnataka,Thrissur,Kerala,Apparel & Fashion,250.67,19.56,2024-08-18 00:00:00,2024-08-21 00:00:00,2024-08-25 00:00:00,2647.57,476.56,Net Banking,Delayed,TRUE,3,TRUE
SHP0000291,ORD0000291,CUST001249,CAR015,WH097,VEH04654,RTE006370,Udaipur,Rajasthan,Lucknow,Uttar Pradesh,Jewellery,,19.633,2024-01-11 00:00:00,2024-01-12 00:00:00,2024-01-10 00:00:00,1615.01,290.7,Credit,Lost,FALSE,4,FALSE
SHP0000292,ORD0000292,CUST000966,CAR012,WH022,VEH05977,RTE001211,Mysuru,Karnataka,Berhampur,Odisha,Apparel & Fashion,,4.71,2023-12-08 00:00:00,2023-12-12 00:00:00,2023-12-13 00:00:00,1993.36,358.8,Prepaid,Out for Delivery,TRUE,4,FALSE
SHP0000293,ORD0000293,CUST000286,CAR015,WH098,VEH00126,RTE002296,Panaji,Goa,Warangal,Telangana,Home Appliances,224.72,5.379,2024-08-11 00:00:00,2024-08-15 00:00:00,2024-08-15 00:00:00,1695.64,305.22,Credit,Pending Pickup,FALSE,1,FALSE
SHP0000294,ORD0000294,CUST004820,CAR013,WH074,VEH02056,RTE001193,Belagavi,Karnataka,Ajmer,Rajasthan,Grocery & FMCG,363.86,24.603,2023-03-04 00:00:00,2023-03-10 00:00:00,2023-03-08 00:00:00,1885.27,339.35,COD,Pending Pickup,FALSE,1,FALSE
SHP0000295,ORD0000295,CUST000830,CAR010,WH095,VEH02644,RTE005375,Kolkata,West Bengal,Warangal,Telangana,Cosmetics & Personal Care,173.59,15.832,2024-09-04 00:00:00,2024-09-05 00:00:00,2024-09-05 00:00:00,2899.43,521.9,Net Banking,Out for Delivery,FALSE,4,FALSE
SHP0000296,ORD0000296,CUST003137,CAR001,WH016,VEH02165,RTE000487,Bhagalpur,Bihar,Jamshedpur,Jharkhand,Furniture,166,8.156,2021-07-21 00:00:00,2021-07-27 00:00:00,2021-07-27 00:00:00,1520.85,273.75,COD,Out for Delivery,FALSE,4,FALSE
SHP0000297,ORD0000297,CUST006664,CAR006,WH081,VEH04706,RTE002902,Coimbatore,Tamil Nadu,Rohini,Delhi,Sports & Fitness,206.87,23.9,2023-11-13 00:00:00,2023-11-15 00:00:00,2023-11-15 00:00:00,2948.93,530.81,Credit,Pending Pickup,FALSE,2,FALSE
SHP0000298,ORD0000298,CUST006455,CAR014,WH056,VEH00403,RTE001363,Shimla,Himachal Pradesh,Ponda,Goa,Sports & Fitness,161.95,22.374,2021-10-02 00:00:00,2021-10-09 00:00:00,,1429.25,257.26,Net Banking,Lost,FALSE,4,TRUE
SHP0000299,ORD0000299,CUST001496,CAR012,WH056,VEH03562,RTE003388,Siliguri,West Bengal,Patna,Bihar,Toys & Games,192.15,19.203,2021-02-24 00:00:00,2021-02-25 00:00:00,2021-02-25 00:00:00,1054.82,189.87,Net Banking,Lost,FALSE,3,FALSE
SHP0000300,ORD0000300,CUST003550,CAR008,WH008,VEH02640,RTE005593,Solan,Himachal Pradesh,Ajmer,Rajasthan,Cosmetics & Personal Care,270.35,10.799,2024-08-21 00:00:00,2024-08-24 00:00:00,2024-08-24 00:00:00,3024.08,544.33,COD,Lost,FALSE,1,TRUE
SHP0000301,ORD0000301,CUST005038,CAR015,WH035,VEH02467,RTE004029,Mapusa,Goa,Ujjain,Madhya Pradesh,Electronics,12.33,18.075,2023-09-28 00:00:00,2023-10-02 00:00:00,,210.27,37.85,Prepaid,In Transit,FALSE,3,FALSE
SHP0000302,ORD0000302,CUST003403,CAR013,WH090,VEH05889,RTE001653,Dwarka,Delhi,Warangal,Telangana,Furniture,478.25,17.012,2021-01-15 00:00:00,2021-01-18 00:00:00,2021-01-24 00:00:00,3480.59,626.51,Credit,Out for Delivery,TRUE,1,FALSE
SHP0000303,ORD0000303,CUST005085,CAR004,WH002,VEH04071,RTE004247,Vasco,Goa,Pune,Maharashtra,Toys & Games,381.13,20.845,2023-04-03 00:00:00,2023-04-09 00:00:00,2023-04-09 00:00:00,6132.13,1103.78,Credit,Out for Delivery,FALSE,3,yes
SHP0000304,ORD0000304,CUST003439,CAR011,WH089,VEH04310,RTE005312,Mysuru,Karnataka,Cuttack,Odisha,Electronics,133.76,16.756,2023-03-06 00:00:00,2023-03-08 00:00:00,2023-03-10 00:00:00,1250.63,225.11,Wallet,Returned,TRUE,2,TRUE
SHP0000305,ORD0000305,CUST003936,CAR001,WH099,VEH06086,RTE006325,Rourkela,Odisha,Lucknow,Uttar Pradesh,Apparel & Fashion,--,19.536,2024-05-05 00:00:00,2024-05-06 00:00:00,2024-05-12 00:00:00,4103.59,738.65,UPI,Returned,TRUE,3,TRUE
SHP0000306,ORD0000306,CUST001332,CAR002,WH097,VEH01201,RTE004183,Mandi,Himachal Pradesh,Mumbai,Maharashtra,Grocery & FMCG,238.53,22.945,2021-03-17 00:00:00,2021-03-25 00:00:00,2021-03-25 00:00:00,3421.33,615.84,Net Banking,Returned,FALSE,1,FALSE
SHP0000307,ORD0000307,CUST006323,CAR010,WH004,VEH04989,RTE005007,Dharamshala,Himachal Pradesh,Bhubaneswar,Odisha,Books & Stationery,83.99,13.227,2021-08-31 00:00:00,2021-09-12 00:00:00,,560.4,100.87,COD,Pending Pickup,FALSE,2,TRUE
SHP0000308,ORD0000308,CUST006355,CAR012,WH095,VEH01203,RTE000102,Deoghar,Jharkhand,Ahmedabad,Gujarat,Grocery & FMCG,200.49,6.376,2021-04-07 00:00:00,2021-04-09 00:00:00,2021-04-09 00:00:00,3429.28,617.27,Wallet,Delivered,FALSE,4,TRUE
SHP0000309,ORD0000309,CUST003727,CAR010,WH075,VEH02464,RTE005284,Amritsar,Punjab,Warangal,Telangana,Jewellery,437.41,14.931,2023-07-21 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,6713.81,1208.49,Wallet,Delayed,FALSE,1,TRUE
SHP0000310,ORD0000310,CUST006457,CAR006,WH072,VEH00460,RTE003700,Karimnagar,Telangana,Warangal,Telangana,Furniture,255.12,19.35,2024-04-15 00:00:00,2024-04-21 00:00:00,2024-04-20 00:00:00,1973.19,355.17,Wallet,Returned,FALSE,1,TRUE
SHP0000311,ORD0000311,CUST004132,CAR003,WH075,VEH05369,RTE006292,Meerut,Uttar Pradesh,Silchar,Assam,Sports & Fitness,55.87,9.439,2021-09-28 00:00:00,2021-10-04 00:00:00,2021-10-03 00:00:00,533.5,96.03,Prepaid,Cancelled,FALSE,3,FALSE
SHP0000312,ORD0000312,CUST005708,CAR007,WH029,VEH05037,RTE003102,Amritsar,Punjab,Panaji,Goa,Apparel & Fashion,22.58,2.007,2022-03-26 00:00:00,2022-04-04 00:00:00,2022-04-06 00:00:00,348.46,62.72,Credit,Pending Pickup,TRUE,4,FALSE
SHP0000313,ORD0000313,CUST001958,CAR002,WH095,VEH04111,RTE005933,Kolkata,West Bengal,Ludhiana,Punjab,Cosmetics & Personal Care,,14.198,2023-09-13 00:00:00,2023-09-21 00:00:00,2023-09-20 00:00:00,216.99,39.06,Prepaid,Returned,FALSE,4,yes
SHP0000314,ORD0000314,CUST001759,CAR013,WH055,VEH04285,RTE000932,Khammam,Telangana,Chennai,Tamil Nadu,Office Supplies,171.77,6.134,2021-10-28 00:00:00,2021-10-29 00:00:00,2021-10-27 00:00:00,1959.88,352.78,Prepaid,Returned,FALSE,4,FALSE
SHP0000315,ORD0000315,CUST001435,CAR005,WH070,VEH03172,RTE002037,Darbhanga,Bihar,Asansol,West Bengal,Jewellery,130.67,9.942,2024-04-22 00:00:00,2024-05-02 00:00:00,2024-05-02 00:00:00,777.82,140.01,Net Banking,Returned,FALSE,4,TRUE
SHP0000316,ORD0000316,CUST006633,CAR012,WH094,VEH06548,RTE000987,Rajkot,Gujarat,Siliguri,West Bengal,Home Appliances,320.57,24.425,2024-02-11 00:00:00,2024-02-16 00:00:00,2024-02-16 00:00:00,4932.41,887.83,Prepaid,Cancelled,FALSE,3,TRUE
SHP0000317,ORD0000317,CUST006641,CAR006,WH058,VEH03503,RTE005181,Indore,Madhya Pradesh,Nashik,Maharashtra,Jewellery,170.35,13.666,2021-10-22 00:00:00,2021-11-02 00:00:00,2021-11-01 00:00:00,1762.74,317.29,Wallet,Delivered,FALSE,3,FALSE
SHP0000318,ORD0000318,CUST001457,CAR013,WH006,VEH03303,RTE005678,Tezpur,Assam,Patiala,Punjab,Books & Stationery,124.74,19.882,2023-03-05 00:00:00,2023-03-17 00:00:00,2023-03-21 00:00:00,1900.52,342.09,UPI,Delayed,TRUE,3,TRUE
SHP0000319,ORD0000319,CUST003108,CAR011,WH009,VEH00605,RTE004492,Patiala,Punjab,Siliguri,West Bengal,Industrial Goods,142.93,13.023,2024-02-08 00:00:00,2024-02-09 00:00:00,2024-02-07 00:00:00,1231.27,221.63,Net Banking,Cancelled,FALSE,2,FALSE
SHP0000320,ORD0000320,CUST001704,CAR008,WH061,VEH05405,RTE006310,Mangaluru,Karnataka,Bengaluru,Karnataka,Electronics,310.89,20.583,2024-05-27 00:00:00,2024-06-01 00:00:00,2024-05-31 00:00:00,3307.39,595.33,Credit,Delayed,FALSE,4,FALSE
SHP0000321,ORD0000321,CUST004032,CAR011,WH019,VEH00885,RTE003894,Nagpur,Maharashtra,Panaji,Goa,Grocery & FMCG,174.63,23.853,2022-04-19 00:00:00,2022-04-22 00:00:00,2022-04-20 00:00:00,2740.41,493.27,Net Banking,Cancelled,FALSE,4,TRUE
SHP0000322,ORD0000322,CUST001634,CAR009,WH010,VEH04327,RTE005747,Guwahati,Assam,Bhopal,Madhya Pradesh,Perishables,292.52,17.012,2022-04-04 00:00:00,2022-04-07 00:00:00,2022-04-06 00:00:00,2507.21,451.3,Net Banking,Cancelled,FALSE,2,N
SHP0000323,ORD0000323,CUST000534,CAR003,WH048,VEH03638,RTE003144,Mapusa,Goa,Ponda,Goa,Perishables,317.75,12.048,2022-07-17 00:00:00,2022-07-28 00:00:00,2022-08-03 00:00:00,3566.81,642.03,Prepaid,Out for Delivery,TRUE,2,TRUE
SHP0000324,ORD0000324,CUST004625,CAR014,WH089,VEH00471,RTE001872,Dharamshala,Himachal Pradesh,Tezpur,Assam,Office Supplies,487.89,18.909,2024-12-17 00:00:00,2024-12-28 00:00:00,2025-01-03 00:00:00,7660.02,1378.8,Wallet,Delivered,TRUE,1,TRUE
