Vehicle_ID,Carrier_ID,Vehicle_Type,Registration_No,Model,Manufacture_Year,Fuel_Type,Max_Payload_tons,Mileage_kmpl,Odometer_km,Last_Service_Date,Next_Service_Due,GPS_Enabled,Insurance_Expiry,Operational_State,Driver_ID,Is_Active
VEH00572,CAR013,3-Wheeler,UK56EF4552,Ashok Leyland DOST,N/A,Petrol,19.7,7.8,105643,2023-07-19 00:00:00,2025-09-22 00:00:00,TRUE,2021-09-04 00:00:00,Uttarakhand,DRV04673,FALSE
VEH00573,CAR013,Light Commercial Vehicle,AS46PQ6347,TATA 407,2013,CNG,1.02,14.4,,2024-11-07 00:00:00,2023-08-13 00:00:00,TRUE,2026-01-17 00:00:00,Assam,DRV02695,TRUE
VEH00574,CAR003,Pickup Van,DL70EF2002,Eicher Pro 2049,2023,Electric,22.72,20.1,133179,2021-03-20 00:00:00,2022-12-05 00:00:00,FALSE,2023-06-19 00:00:00,Delhi,DRV04897,FALSE
VEH00575,CAR010,Medium Truck,KA85CD6188,Euler HiLoad,2023,Electric,11.01,3.6,346300,2022-05-22 00:00:00,2022-09-28 00:00:00,TRUE,2022-01-03 00:00:00,Karnataka,DRV02127,FALSE
VEH00576,CAR004,Container Truck,TS60XY6085,BharatBenz 1415,2014,Diesel,8,17.9,188236,2024-08-16 00:00:00,2023-01-14 00:00:00,FALSE,2022-11-03 00:00:00,Telangana,DRV00541,FALSE
VEH00577,CAR005,Light Commercial Vehicle,TN81CD7061,TVS King,2013,Petrol,29.45,16.3,346333,2022-10-02 00:00:00,2023-09-15 00:00:00,FALSE,2023-08-31 00:00:00,Tamil Nadu,DRV01034,FALSE
VEH00578,CAR011,3-Wheeler,RJ75XY3370,Mahindra Bolero Pickup,2009,CNG,19.55,4.1,98940,2021-07-03 00:00:00,2021-04-08 00:00:00,TRUE,2023-10-22 00:00:00,Rajasthan,DRV00452,TRUE
VEH00579,CAR014,Container Truck,AS56EF5353,Tata Ace,2023,CNG,25.64,6.6,209616,2023-12-03 00:00:00,2022-01-31 00:00:00,TRUE,2023-12-06 00:00:00,Assam,DRV02211,TRUE
VEH00580,CAR005,Refrigerated Truck,AS88XY4278,Maruti Super Carry,2017,Diesel,22.86,9.1,76974,2022-10-03 00:00:00,2022-09-30 00:00:00,FALSE,2022-08-18 00:00:00,Assam,DRV04002,TRUE
VEH00581,CAR004,Container Truck,GJ15EF1098,Hero Splendor,2024,Petrol,27.27,11.8,,2021-05-29 00:00:00,2022-01-12 00:00:00,TRUE,2022-12-22 00:00:00,Gujarat,DRV00372,FALSE
VEH00582,CAR007,3-Wheeler,MP89AB3040,Tata LPT 1613,2009,Electric,4.22,,120817,2024-10-24 00:00:00,2022-08-13 00:00:00,FALSE,2021-03-28 00:00:00,Madhya Pradesh,DRV04580,TRUE
VEH00583,CAR015,Mini Truck,UK76XY6745,Bajaj RE,2014,Electric,5.87,25,286004,2022-10-16 00:00:00,2023-01-16 00:00:00,FALSE,2025-01-21 00:00:00,Uttarakhand,DRV00272,TRUE
VEH00584,CAR015,Refrigerated Truck,KA40PQ1870,Ashok Leyland DOST,2015,Diesel,15.18,10.2,226574,2022-11-28 00:00:00,2021-11-18 00:00:00,FALSE,2023-10-07 00:00:00,Karnataka,DRV02481,FALSE
VEH00585,CAR004,2-Wheeler,OD82PQ5607,Maruti Super Carry,2016,Electric,10.91,4.8,57619,2021-04-22 00:00:00,2021-08-30 00:00:00,FALSE,2024-12-02 00:00:00,Odisha,DRV03834,TRUE
VEH00586,CAR002,Mini Truck,AS39CD2229,Eicher Pro 2049,2023,CNG,20.47,10.6,86381,,2022-05-02 00:00:00,FALSE,2024-07-12 00:00:00,Assam,DRV04532,FALSE
VEH00587,CAR007,Pickup Van,KA40EF5972,BharatBenz 1415,2018,LNG,unknown,,210259,2024-04-02 00:00:00,2025-10-13 00:00:00,TRUE,2025-07-03 00:00:00,Karnataka,DRV01249,yes
VEH00588,CAR013,Container Truck,TS33AB3653,Euler HiLoad,2023,LNG,4.14,3.2,278684,2023-06-01 00:00:00,2021-02-19 00:00:00,TRUE,2025-03-25 00:00:00,Telangana,DRV03106,FALSE
VEH00589,CAR001,Heavy Truck,AS20PQ8045,Tata LPT 1613,2024,LNG,9.52,9.1,475788,2023-01-08 00:00:00,2023-05-14 00:00:00,TRUE,2023-03-23 00:00:00,Assam,DRV00811,TRUE
VEH00590,CAR005,Medium Truck,OD74XY8595,TVS King,2010,CNG,23.98,8,9002,2023-03-13 00:00:00,2023-06-03 00:00:00,TRUE,2023-06-16 00:00:00,Odisha,DRV04831,TRUE
VEH00591,CAR001,3-Wheeler,WB24PQ2698,Tata Ace,2016,Diesel,20.27,22.1,37859,2023-10-22 00:00:00,2023-06-30 00:00:00,FALSE,2026-03-08 00:00:00,West Bengal,DRV04646,yes
VEH00592,CAR013,2-Wheeler,MH93EF3608,TATA 407,2023,LNG,4.33,3.5,270590,2023-02-05 00:00:00,2022-05-13 00:00:00,FALSE,2026-07-11 00:00:00,Maharashtra,DRV02932,TRUE
VEH00593,CAR014,Refrigerated Truck,MH64PQ6421,Piaggio Ape,2015,Petrol,16.63,8.9,486158,2023-04-28 00:00:00,2025-03-06 00:00:00,TRUE,2026-08-04 00:00:00,Maharashtra,DRV02236,Active
VEH00594,CAR014,Refrigerated Truck,PB28CD6171,Tata Ace,2024,Diesel,10.5,15.8,185787,2021-09-28 00:00:00,2021-03-19 00:00:00,TRUE,2022-03-04 00:00:00,Punjab,DRV01310,TRUE
VEH00595,CAR001,Light Commercial Vehicle,BR78XY8312,Mahindra Bolero Pickup,2024,CNG,8.87,4.4,87708,2022-07-26 00:00:00,2021-04-21 00:00:00,TRUE,2024-04-24 00:00:00,Bihar,DRV02981,FALSE
VEH00596,CAR004,2-Wheeler,OD36PQ2057,Hero Splendor,2019,Diesel,22.15,6.1,456460,2023-08-28 00:00:00,2024-01-02 00:00:00,TRUE,2023-08-08 00:00:00,Odisha,DRV04230,FALSE
VEH00597,CAR008,2-Wheeler,DL10EF8490,Tata LPT 1613,Unknown,Petrol,5.02,11.5,156443,,2021-08-12 00:00:00,TRUE,2021-08-11 00:00:00,Delhi,DRV04287,FALSE
VEH00598,CAR008,Container Truck,UP23CD7655,Eicher Pro 2049,2023,Diesel,28.8,14.3,401261,2021-11-09 00:00:00,2024-10-12 00:00:00,TRUE,2021-06-06 00:00:00,Uttar Pradesh,DRV04024,Inactive
VEH00599,CAR012,Mini Truck,UP21AB7604,Hero Splendor,2010,Diesel,7.81,8.5,240358,,2021-07-16 00:00:00,FALSE,2025-01-16 00:00:00,Uttar Pradesh,DRV00424,FALSE
VEH00600,CAR002,Container Truck,TN52EF4171,Piaggio Ape,2009,Electric,unknown,10,,2022-09-29 00:00:00,2025-11-20 00:00:00,FALSE,2025-04-26 00:00:00,Tamil Nadu,DRV03348,FALSE
VEH00601,CAR007,Medium Truck,UK15AB1817,Euler HiLoad,2012,Electric,9.81,4.5,138450,2024-02-14 00:00:00,2025-09-18 00:00:00,FALSE,2022-10-12 00:00:00,Uttarakhand,DRV04884,TRUE
VEH00602,CAR012,2-Wheeler,UP40PQ6312,Maruti Super Carry,2015,Diesel,3.34,10.3,367138,2023-04-01 00:00:00,2023-05-14 00:00:00,TRUE,2024-02-21 00:00:00,Uttar Pradesh,DRV00977,TRUE
VEH00603,CAR014,Mini Truck,GJ26EF2486,Mahindra Bolero Pickup,2018,CNG,6.81,6.3,127741,2021-05-12 00:00:00,2021-01-22 00:00:00,TRUE,2022-12-16 00:00:00,Gujarat,DRV01294,FALSE
VEH00604,CAR003,Mini Truck,GA59EF9574,Eicher Pro 2049,2010,LNG,1.49,9.6,276611,2024-05-20 00:00:00,2022-09-09 00:00:00,TRUE,2023-10-10 00:00:00,Goa,DRV03934,FALSE
VEH00605,CAR007,Medium Truck,TS42AB9628,BharatBenz 1415,2018,Petrol,25.47,11.5,89283,2022-12-29 00:00:00,2025-03-30 00:00:00,TRUE,2021-03-11 00:00:00,Telangana,DRV01881,TRUE
VEH00606,CAR004,2-Wheeler,PB68AB9926,BharatBenz 1415,2021,Petrol,19.24,,487070,2024-06-30 00:00:00,2023-06-13 00:00:00,TRUE,2026-02-16 00:00:00,Punjab,DRV02585,TRUE
VEH00607,CAR014,Heavy Truck,OD24CD4539,BharatBenz 1415,2020,CNG,27.6,24.9,253667,2022-10-25 00:00:00,2025-06-29 00:00:00,FALSE,2021-10-23 00:00:00,Odisha,DRV02216,FALSE
VEH00608,CAR004,Tempo,MP77XY8981,Hero Splendor,2024,Petrol,13.8,23.4,64353,2021-12-29 00:00:00,2023-12-10 00:00:00,TRUE,2026-07-16 00:00:00,Madhya Pradesh,DRV02037,FALSE
VEH00609,CAR009,Light Commercial Vehicle,KL23AB5651,Yulu Miracle,2018,CNG,10.75,24.1,236258,2022-01-10 00:00:00,2023-10-12 00:00:00,TRUE,2022-10-27 00:00:00,Kerala,DRV01308,FALSE
VEH00610,CAR004,Heavy Truck,DL66CD7914,Euler HiLoad,2022,LNG,26,5.6,,2022-04-29 00:00:00,2025-03-03 00:00:00,TRUE,2024-10-26 00:00:00,Delhi,DRV04415,TRUE
VEH00611,CAR004,Mini Truck,HR98XY9173,Tata LPT 1613,2022,LNG,12.34,13.2,67221,2021-01-29 00:00:00,2025-10-19 00:00:00,FALSE,2026-02-07 00:00:00,Haryana,DRV04521,FALSE
VEH00612,CAR005,Tempo,TS44PQ5466,Hero Splendor,2015,Diesel,22.1,20.6,333713,,2022-11-08 00:00:00,TRUE,2025-10-26 00:00:00,Telangana,DRV04629,TRUE
VEH00613,CAR004,Medium Truck,HR28PQ6771,Maruti Super Carry,2016,CNG,6.68,23.2,181756,2021-05-15 00:00:00,2022-09-05 00:00:00,FALSE,2021-04-11 00:00:00,Haryana,DRV03812,FALSE
VEH00614,CAR011,Light Commercial Vehicle,RJ82PQ9161,Bajaj RE,2014,LNG,26.71,8,156304,2023-01-26 00:00:00,2023-08-17 00:00:00,FALSE,2021-03-12 00:00:00,Rajasthan,DRV03549,TRUE
VEH00615,CAR014,3-Wheeler,AS52PQ7764,Ashok Leyland DOST,2013,Electric,25.69,22.4,148170,2021-08-29 00:00:00,2023-04-12 00:00:00,TRUE,2026-10-29 00:00:00,Assam,DRV02911,FALSE
VEH00616,CAR005,3-Wheeler,MH15XY2448,Yulu Miracle,2009,Electric,1.23,7.9,391523,2023-10-22 00:00:00,2021-01-22 00:00:00,FALSE,2023-10-12 00:00:00,Maharashtra,DRV04966,TRUE
VEH00617,CAR010,Pickup Van,HP20CD9363,Mahindra Bolero Pickup,2013,LNG,14.73,24.3,421936,2023-01-27 00:00:00,2021-01-05 00:00:00,FALSE,2025-10-11 00:00:00,Himachal Pradesh,DRV02560,TRUE
VEH00618,CAR014,2-Wheeler,MH34EF9303,BharatBenz 1415,2010,Electric,0.82,10.2,90852,2022-06-12 00:00:00,2023-05-22 00:00:00,TRUE,2026-05-12 00:00:00,Maharashtra,DRV01412,TRUE
VEH00619,CAR001,Refrigerated Truck,JH82XY7657,TVS King,2019,Electric,29.02,11.1,249456,2022-06-26 00:00:00,2022-02-11 00:00:00,FALSE,2021-06-01 00:00:00,Jharkhand,DRV01134,FALSE
VEH00620,CAR007,Refrigerated Truck,KA72EF8645,TATA 407,2010,Diesel,27.33,23,25078,2023-08-29 00:00:00,2021-12-25 00:00:00,TRUE,2023-11-28 00:00:00,Karnataka,DRV02725,FALSE
VEH00621,CAR004,Pickup Van,RJ35CD4502,Eicher Pro 2049,2017,Diesel,12.04,8.7,246487,2023-10-10 00:00:00,2025-03-06 00:00:00,FALSE,2023-12-28 00:00:00,Rajasthan,DRV02644,FALSE
VEH00622,CAR004,Mini Truck,HP17EF5868,Tata Ace,2011,Electric,5.68,17.7,,2021-03-30 00:00:00,2023-11-25 00:00:00,TRUE,2025-04-15 00:00:00,Himachal Pradesh,DRV03235,FALSE
VEH00623,CAR011,Container Truck,KA46EF1457,Piaggio Ape,2023,Diesel,5.58,12.5,135939,2021-10-20 00:00:00,2022-01-02 00:00:00,TRUE,2025-01-01 00:00:00,Karnataka,DRV03877,FALSE
VEH00624,CAR004,Heavy Truck,UK14EF6917,Hero Splendor,--,Electric,12.1,19.3,104837,2024-04-07 00:00:00,2023-03-03 00:00:00,FALSE,2021-05-13 00:00:00,Uttarakhand,DRV01816,TRUE
VEH00625,CAR007,Refrigerated Truck,KL33AB7475,Force Traveller,2022,Diesel,18.88,19,235334,2022-07-18 00:00:00,2021-03-02 00:00:00,FALSE,2023-05-09 00:00:00,Kerala,DRV02570,TRUE
VEH00626,CAR011,Pickup Van,UP96AB5063,Tata LPT 1613,2022,Diesel,4.67,16.6,168651,2021-03-04 00:00:00,2025-06-05 00:00:00,FALSE,2026-05-12 00:00:00,Uttar Pradesh,DRV02768,FALSE
VEH00627,CAR001,Refrigerated Truck,GJ86PQ9726,TVS King,2011,Diesel,9.64,20.6,411655,2021-07-31 00:00:00,2023-05-10 00:00:00,FALSE,2025-04-14 00:00:00,Gujarat,DRV02700,TRUE
VEH00628,CAR011,Tempo,UK67AB7635,Eicher Pro 2049,2019,LNG,0.87,4.1,85580,2024-07-12 00:00:00,2025-02-07 00:00:00,1,2026-05-09 00:00:00,Uttarakhand,DRV04319,TRUE
VEH00629,CAR010,Medium Truck,KL41XY7858,Tata LPT 1613,2008,Diesel,2.11,23,389349,2021-10-26 00:00:00,2025-10-08 00:00:00,TRUE,2026-01-21 00:00:00,Kerala,DRV02233,FALSE
VEH00630,CAR002,2-Wheeler,HR27EF6414,BharatBenz 1415,2019,LNG,1.17,4.8,410277,2021-10-07 00:00:00,2021-03-19 00:00:00,FALSE,2024-04-05 00:00:00,Haryana,DRV04788,FALSE
VEH00631,CAR003,Container Truck,KA47AB7194,Mahindra Bolero Pickup,2017,CNG,15.69,7.4,467773,,2023-04-07 00:00:00,TRUE,2026-12-11 00:00:00,Karnataka,DRV00749,TRUE
VEH00632,CAR009,2-Wheeler,RJ54CD4864,Ashok Leyland DOST,2016,LNG,20.27,14.7,225185,2022-02-03 00:00:00,2025-08-30 00:00:00,FALSE,2026-01-22 00:00:00,Rajasthan,DRV02540,TRUE
VEH00633,CAR010,Pickup Van,TS40PQ2698,Euler HiLoad,2021,Electric,8.74,13.6,82840,2022-06-17 00:00:00,2024-01-11 00:00:00,TRUE,2025-06-30 00:00:00,Telangana,DRV02235,FALSE
VEH00634,CAR009,3-Wheeler,HP40EF1655,Eicher Pro 2049,2024,Petrol,29.25,17.4,74890,2024-06-03 00:00:00,2022-12-31 00:00:00,FALSE,2026-09-01 00:00:00,Himachal Pradesh,DRV02306,FALSE
VEH00635,CAR009,Medium Truck,MP25AB2356,Mahindra Bolero Pickup,2023,Electric,10.13,8.7,71980,2021-01-01 00:00:00,2025-09-14 00:00:00,TRUE,2025-11-03 00:00:00,Madhya Pradesh,DRV00284,TRUE
VEH00636,CAR001,Medium Truck,MH57CD9466,Piaggio Ape,2015,Petrol,8.75,12.4,220590,2023-03-05 00:00:00,2021-02-23 00:00:00,FALSE,2022-06-29 00:00:00,Maharashtra,DRV03671,FALSE
VEH00637,CAR007,Pickup Van,UK64XY8716,TVS King,2012,Electric,0.6,17.3,171251,2021-09-05 00:00:00,2024-06-25 00:00:00,FALSE,2024-04-19 00:00:00,Uttarakhand,DRV03118,TRUE
VEH00638,CAR013,Tempo,DL26PQ1756,Yulu Miracle,2012,CNG,24.26,11.8,109468,2023-06-03 00:00:00,2022-10-16 00:00:00,FALSE,2021-12-10 00:00:00,Delhi,DRV02790,TRUE
VEH00639,CAR004,Heavy Truck,PB59CD7058,BharatBenz 1415,2010,Diesel,25.95,7.8,387982,,2024-12-15 00:00:00,FALSE,2024-10-22 00:00:00,Punjab,DRV02899,TRUE
VEH00640,CAR002,Heavy Truck,UK35EF2992,Euler HiLoad,2023,CNG,N/A,10.5,324096,2023-05-12 00:00:00,2021-08-21 00:00:00,FALSE,2021-11-23 00:00:00,Uttarakhand,DRV04287,TRUE
VEH00641,CAR005,Pickup Van,PB77AB9897,TVS King,2021,Petrol,11.29,24.6,53410,2021-08-27 00:00:00,2022-07-10 00:00:00,FALSE,2022-12-04 00:00:00,Punjab,DRV03173,FALSE
VEH00642,CAR007,Pickup Van,JH49XY2972,Force Traveller,2016,Diesel,18.89,12.5,134457,2024-04-12 00:00:00,2021-03-05 00:00:00,FALSE,2025-06-08 00:00:00,Jharkhand,DRV03207,FALSE
VEH00643,CAR008,Refrigerated Truck,TN19EF1381,Maruti Super Carry,2023,LNG,7.51,21.9,420237,2022-02-20 00:00:00,2023-10-05 00:00:00,Yes,2021-05-05 00:00:00,Tamil Nadu,DRV02234,TRUE
VEH00644,CAR003,Pickup Van,TN16EF4035,Hero Splendor,2020,Electric,26.14,3.7,339342,2021-02-14 00:00:00,2024-02-05 00:00:00,FALSE,2021-09-18 00:00:00,Tamil Nadu,DRV01256,TRUE
VEH00645,CAR013,Heavy Truck,GJ62EF6542,Maruti Super Carry,2008,Diesel,0.67,6.4,154812,2024-09-07 00:00:00,2025-05-26 00:00:00,FALSE,2024-01-23 00:00:00,Gujarat,DRV00691,TRUE
VEH00646,CAR011,Pickup Van,RJ91CD1099,Tata Ace,2021,Diesel,21.54,6.9,429428,2022-01-18 00:00:00,2022-12-17 00:00:00,TRUE,2024-08-16 00:00:00,Rajasthan,DRV00282,TRUE
VEH00647,CAR001,Container Truck,UK67EF5437,Force Traveller,2021,CNG,13.82,6.3,79999,2023-03-28 00:00:00,2024-11-12 00:00:00,TRUE,2025-12-31 00:00:00,Uttarakhand,DRV00134,FALSE
VEH00648,CAR012,Heavy Truck,HR58CD6357,Yulu Miracle,2019,Electric,1.95,20.7,178390,2024-03-17 00:00:00,2024-01-23 00:00:00,FALSE,2022-09-14 00:00:00,Haryana,DRV02124,FALSE
VEH00649,CAR003,Container Truck,JH34EF9365,Hero Splendor,2011,CNG,2.67,16.8,489669,2022-12-20 00:00:00,2024-09-25 00:00:00,TRUE,2025-10-18 00:00:00,Jharkhand,DRV01133,TRUE
VEH00650,CAR013,Medium Truck,WB42PQ6543,Bajaj RE,2018,LNG,26.57,14.8,209111,2023-09-28 00:00:00,2023-04-19 00:00:00,FALSE,2024-06-29 00:00:00,West Bengal,DRV02803,TRUE
VEH00651,CAR009,Medium Truck,UP35PQ3008,Eicher Pro 2049,2017,Petrol,22.22,6.6,417544,2022-03-31 00:00:00,2024-03-04 00:00:00,TRUE,2026-10-22 00:00:00,Uttar Pradesh,DRV02667,FALSE
VEH00652,CAR003,Refrigerated Truck,JH80CD6433,BharatBenz 1415,2012,CNG,19.41,21.3,262931,2021-01-19 00:00:00,2025-03-04 00:00:00,FALSE,2022-12-29 00:00:00,Jharkhand,DRV02812,FALSE
VEH00653,CAR011,Heavy Truck,KL32CD8900,Piaggio Ape,2014,Diesel,7.32,5.5,66064,2023-05-19 00:00:00,2025-02-14 00:00:00,FALSE,2024-02-18 00:00:00,Kerala,DRV01030,TRUE
VEH00654,CAR014,Pickup Van,WB42CD6009,Piaggio Ape,2010,Diesel,2.79,7.7,103051,2024-10-18 00:00:00,2025-03-29 00:00:00,FALSE,2022-01-15 00:00:00,West Bengal,DRV03138,TRUE
VEH00655,CAR003,Heavy Truck,HP84PQ1508,TATA 407,2008,Diesel,29.14,14.9,90205,2022-09-15 00:00:00,2022-06-04 00:00:00,TRUE,2022-04-20 00:00:00,Himachal Pradesh,DRV04017,FALSE
VEH00656,CAR015,Light Commercial Vehicle,MP84EF2442,Bajaj RE,2020,LNG,N/A,18.3,169131,2021-04-04 00:00:00,2022-04-12 00:00:00,TRUE,2026-10-15 00:00:00,Madhya Pradesh,DRV01833,TRUE
VEH00657,CAR002,Mini Truck,GA22AB8381,Force Traveller,2024,LNG,27.46,4.2,38044,2021-07-26 00:00:00,2023-10-02 00:00:00,TRUE,2026-02-03 00:00:00,Goa,DRV02733,TRUE
VEH00658,CAR008,Light Commercial Vehicle,TS71CD6443,Bajaj RE,2023,Electric,27.38,3.3,258987,2024-02-22 00:00:00,2025-07-22 00:00:00,TRUE,2023-03-31 00:00:00,Telangana,DRV03604,FALSE
VEH00659,CAR010,Medium Truck,KL74XY9267,Ashok Leyland DOST,2014,Petrol,10.66,6.2,165284,2022-08-24 00:00:00,2024-12-21 00:00:00,TRUE,2022-01-17 00:00:00,Kerala,DRV01097,FALSE
VEH00660,CAR005,Pickup Van,RJ52CD5277,Eicher Pro 2049,2024,LNG,23.81,12.6,449723,2023-11-01 00:00:00,2021-02-03 00:00:00,TRUE,2021-04-22 00:00:00,Rajasthan,DRV02779,FALSE
VEH00661,CAR006,Container Truck,WB97EF5772,Euler HiLoad,2020,Petrol,18.68,13.4,190478,2021-07-30 00:00:00,2022-08-17 00:00:00,TRUE,2021-07-31 00:00:00,West Bengal,DRV02460,TRUE
VEH00662,CAR002,Medium Truck,TN17EF4336,Euler HiLoad,2024,Petrol,14.15,14.6,131840,2024-06-01 00:00:00,2025-04-29 00:00:00,TRUE,2022-01-16 00:00:00,Tamil Nadu,DRV00551,TRUE
VEH00663,CAR001,Container Truck,KL86CD3211,Maruti Super Carry,2015,LNG,3.02,20.7,498004,2023-08-30 00:00:00,2023-12-28 00:00:00,TRUE,2025-10-17 00:00:00,Kerala,DRV03946,TRUE
VEH00664,CAR010,Tempo,TS29XY7704,Bajaj RE,2009,LNG,24.04,,51075,2024-10-08 00:00:00,2021-03-03 00:00:00,TRUE,2023-06-18 00:00:00,Telangana,DRV02847,TRUE
VEH00665,CAR011,Refrigerated Truck,GJ14AB5553,Maruti Super Carry,2022,CNG,28.22,8.1,194295,2023-08-05 00:00:00,2024-04-02 00:00:00,TRUE,2024-12-08 00:00:00,Gujarat,DRV04708,FALSE
VEH00666,CAR005,Tempo,OD91CD1312,TVS King,2016,Petrol,10.78,21.7,290977,2022-01-24 00:00:00,2025-09-12 00:00:00,TRUE,2025-04-08 00:00:00,Odisha,DRV04018,FALSE
VEH00667,CAR012,Mini Truck,MH19EF9297,Eicher Pro 2049,2008,Electric,3.81,14.2,365662,2023-07-29 00:00:00,2022-11-06 00:00:00,FALSE,2022-01-22 00:00:00,Maharashtra,DRV02115,FALSE
VEH00668,CAR001,Container Truck,KA95AB8177,Mahindra Bolero Pickup,2020,CNG,25.74,4.4,303517,,2023-06-21 00:00:00,TRUE,2024-01-20 00:00:00,Karnataka,DRV02090,FALSE
VEH00669,CAR013,Light Commercial Vehicle,KL88PQ2968,BharatBenz 1415,2020,CNG,14.04,21.3,16875,,2021-12-11 00:00:00,TRUE,2021-07-07 00:00:00,Kerala,DRV00211,TRUE
VEH00670,CAR001,Medium Truck,TS83AB7862,Maruti Super Carry,2011,LNG,16.64,12,306255,2024-09-20 00:00:00,2022-03-23 00:00:00,TRUE,2025-01-08 00:00:00,Telangana,DRV01261,TRUE
VEH00671,CAR006,Medium Truck,DL40AB4930,Maruti Super Carry,2009,Diesel,23.5,18.2,25147,2022-05-03 00:00:00,2025-07-11 00:00:00,TRUE,2025-02-03 00:00:00,Delhi,DRV03003,TRUE
VEH00672,CAR003,Refrigerated Truck,WB23PQ8476,Euler HiLoad,2024,LNG,12.66,,24020,2024-06-03 00:00:00,2022-09-07 00:00:00,TRUE,2021-07-14 00:00:00,West Bengal,DRV02006,FALSE
VEH00673,CAR013,Light Commercial Vehicle,AS54CD2316,Maruti Super Carry,2020,CNG,?,22.2,203239,2021-02-22 00:00:00,2025-05-31 00:00:00,TRUE,2024-02-14 00:00:00,Assam,DRV00262,FALSE
VEH00674,CAR011,Heavy Truck,OD33CD5791,Bajaj RE,2008,LNG,15.17,6.2,483091,2021-09-02 00:00:00,2023-12-31 00:00:00,FALSE,2021-01-29 00:00:00,Odisha,DRV02689,TRUE
VEH00675,CAR001,3-Wheeler,AS31PQ6982,BharatBenz 1415,2017,Diesel,16.07,11.9,43256,,2024-11-02 00:00:00,TRUE,2024-12-10 00:00:00,Assam,DRV01541,FALSE
VEH00676,CAR006,Refrigerated Truck,UK38XY4480,Ashok Leyland DOST,2012,Petrol,28.58,15.3,196224,2021-08-10 00:00:00,2021-05-05 00:00:00,FALSE,2026-01-28 00:00:00,Uttarakhand,DRV02905,no
VEH00677,CAR011,Pickup Van,DL97PQ4709,Euler HiLoad,2016,Diesel,5.29,19.4,105037,2022-12-10 00:00:00,2021-02-22 00:00:00,TRUE,2025-07-28 00:00:00,Delhi,DRV00565,Active
VEH00678,CAR004,Tempo,GA59EF9061,Yulu Miracle,2021,LNG,25.02,9.9,12151,2022-09-12 00:00:00,2025-03-26 00:00:00,FALSE,2021-02-13 00:00:00,Goa,DRV01785,TRUE
VEH00679,CAR006,Medium Truck,MH65XY5592,Ashok Leyland DOST,2021,LNG,5.14,5.5,70805,2024-01-22 00:00:00,2025-08-19 00:00:00,FALSE,2024-12-03 00:00:00,Maharashtra,DRV01397,TRUE
VEH00680,CAR007,Heavy Truck,MH60AB8091,TATA 407,2009,LNG,20.61,7,41223,2024-11-09 00:00:00,2021-09-08 00:00:00,FALSE,2026-11-10 00:00:00,Maharashtra,DRV01896,FALSE
VEH00681,CAR012,Refrigerated Truck,RJ36XY2499,Hero Splendor,2008,Petrol,?,18.8,428256,2021-07-13 00:00:00,2023-05-11 00:00:00,FALSE,2024-05-14 00:00:00,Rajasthan,DRV04211,TRUE
VEH00682,CAR007,3-Wheeler,WB27PQ3027,BharatBenz 1415,2010,Electric,25.52,8.6,60353,2021-10-31 00:00:00,2022-08-12 00:00:00,TRUE,2023-12-30 00:00:00,West Bengal,DRV03710,FALSE
VEH00683,CAR015,Pickup Van,PB49XY8728,Yulu Miracle,2017,LNG,1.69,13.7,,2024-01-18 00:00:00,2023-09-27 00:00:00,TRUE,2025-06-14 00:00:00,Punjab,DRV04033,TRUE
VEH00684,CAR007,Mini Truck,UP20CD9990,Force Traveller,2018,Petrol,5.9,15.6,334135,2023-06-17 00:00:00,2024-05-29 00:00:00,FALSE,2023-12-10 00:00:00,Uttar Pradesh,DRV04178,FALSE
VEH00685,CAR006,Mini Truck,DL34CD1491,Yulu Miracle,2018,CNG,28.26,21.6,421973,2024-09-20 00:00:00,2022-11-19 00:00:00,Yes,2022-09-24 00:00:00,Delhi,DRV02477,TRUE
VEH00686,CAR002,Refrigerated Truck,KA75AB1125,Piaggio Ape,2010,LNG,21.06,22.4,290983,2023-11-16 00:00:00,2021-10-31 00:00:00,FALSE,2025-07-03 00:00:00,Karnataka,DRV04214,TRUE
VEH00687,CAR005,Refrigerated Truck,AS16XY8603,TVS King,2010,LNG,28.64,13.1,217121,2024-07-27 00:00:00,2024-04-19 00:00:00,FALSE,2026-03-01 00:00:00,Assam,DRV00385,TRUE
VEH00688,CAR012,Mini Truck,MP48AB1343,BharatBenz 1415,2019,Diesel,--,10.6,12916,2024-01-24 00:00:00,2022-07-03 00:00:00,TRUE,2026-09-28 00:00:00,Madhya Pradesh,DRV02483,TRUE
VEH00689,CAR011,Refrigerated Truck,KL47PQ4708,Eicher Pro 2049,2008,CNG,22.79,15.1,457081,2022-09-16 00:00:00,2024-06-16 00:00:00,FALSE,2024-12-24 00:00:00,Kerala,DRV03017,TRUE
VEH00690,CAR011,Pickup Van,OD41AB4277,Hero Splendor,2017,Electric,17.4,19.5,171571,2024-07-04 00:00:00,2025-07-23 00:00:00,TRUE,2023-08-11 00:00:00,Odisha,DRV03815,TRUE
VEH00691,CAR002,Medium Truck,JH23AB6775,Hero Splendor,2009,Electric,10.91,14.4,112192,2023-08-27 00:00:00,2024-07-03 00:00:00,No,2025-11-02 00:00:00,Jharkhand,DRV03474,FALSE
